customer_id,age,job,marital,education,credit_default,customer_segment,region,income,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management,cluster
38,42,admin,divorced,primary,0,Middle-Market,Suburban,3539,1,1,0,1,0,1,0,2
39,58,services,married,tertiary,0,High-Value,Urban,3009,1,0,1,1,0,1,0,2
40,63,blue-collar,divorced,primary,0,Retired,Urban,1150,1,1,1,1,0,0,0,2
41,50,admin,married,tertiary,0,Budget-Conscious,Rural,3875,1,0,0,1,0,1,0,2
42,47,blue-collar,married,secondary,0,Middle-Market,Suburban,2300,1,1,0,1,0,1,0,2
43,43,admin,married,tertiary,0,Middle-Market,Suburban,3007,1,0,1,1,0,0,0,2
44,61,unemployed,single,secondary,0,Budget-Conscious,Suburban,532,1,0,1,1,1,0,0,0
45,41,technician,married,tertiary,0,Middle-Market,Rural,3695,1,1,1,1,1,1,0,2
46,30,services,married,secondary,0,Middle-Market,Urban,2507,1,1,0,1,0,1,0,2
47,66,entrepreneur,divorced,tertiary,0,Retired,Urban,6643,0,0,1,1,0,1,1,2
48,43,blue-collar,divorced,secondary,0,Middle-Market,Suburban,2465,1,1,1,1,0,1,0,2
49,37,blue-collar,married,secondary,0,Middle-Market,Urban,1304,0,1,1,1,0,1,0,2
50,53,technician,single,tertiary,0,Middle-Market,Suburban,3814,1,1,1,1,0,1,0,2
52,59,self-employed,divorced,secondary,0,Budget-Conscious,Suburban,3450,1,0,0,1,0,0,0,2
53,33,unemployed,single,secondary,0,Middle-Market,Urban,816,1,0,1,1,0,1,0,0
54,32,management,married,tertiary,0,High-Value,Urban,6651,1,1,1,0,1,0,0,1
55,67,retired,married,tertiary,0,Retired,Suburban,2209,0,1,1,1,0,0,0,0
56,53,unemployed,married,secondary,0,High-Value,Urban,323,1,1,1,0,1,0,0,0
57,42,admin,married,secondary,0,Budget-Conscious,Urban,3392,1,0,1,1,1,1,0,2
58,34,technician,single,secondary,0,Middle-Market,Urban,3007,1,0,0,1,0,1,0,2
59,51,admin,married,secondary,0,Middle-Market,Urban,3302,1,1,0,1,0,1,1,2
60,39,entrepreneur,married,tertiary,0,Middle-Market,Urban,4231,1,0,1,1,1,1,1,2
61,48,blue-collar,married,secondary,0,Middle-Market,Suburban,1526,1,1,1,1,1,0,0,2
62,46,technician,married,tertiary,0,Budget-Conscious,Urban,3613,1,0,1,1,0,1,1,2
63,52,management,married,tertiary,0,High-Value,Urban,9693,1,1,1,1,0,0,1,1
64,25,blue-collar,single,secondary,0,Budget-Conscious,Urban,1380,1,1,1,1,0,1,0,2
65,52,technician,married,tertiary,0,Budget-Conscious,Suburban,3327,1,1,1,1,1,1,0,2
66,45,blue-collar,divorced,secondary,0,High-Value,Urban,1377,1,0,1,1,0,1,0,2
67,25,admin,single,secondary,0,Young Professionals,Urban,4762,1,0,1,1,0,1,0,2
68,42,management,single,tertiary,0,Budget-Conscious,Urban,6436,1,1,0,1,1,0,0,1
69,21,admin,single,tertiary,0,Young Professionals,Urban,3170,1,1,1,1,0,1,0,2
71,39,self-employed,married,secondary,0,Middle-Market,Suburban,4535,0,0,1,1,0,0,0,2
72,37,technician,married,tertiary,0,High-Value,Suburban,2834,1,0,0,1,1,1,0,2
73,40,admin,married,secondary,0,Budget-Conscious,Urban,3541,1,1,1,1,1,1,0,2
74,48,management,married,primary,0,High-Value,Urban,8720,1,1,1,1,0,1,0,0
75,49,services,married,tertiary,0,High-Value,Urban,2239,1,0,0,1,0,0,1,2
76,49,services,married,secondary,0,Middle-Market,Urban,2889,1,0,0,0,0,1,0,2
77,41,self-employed,married,secondary,0,High-Value,Urban,3375,1,1,1,0,1,1,0,2
78,37,admin,married,primary,0,High-Value,Urban,4179,1,1,1,0,0,1,1,2
79,58,blue-collar,married,primary,0,Middle-Market,Urban,3555,0,0,1,1,0,1,1,2
80,47,admin,married,primary,0,Budget-Conscious,Suburban,4831,1,1,1,1,0,1,0,2
81,56,management,married,primary,0,Middle-Market,Urban,5181,1,0,1,1,1,1,1,1
82,42,services,divorced,secondary,0,Middle-Market,Suburban,3092,0,0,0,1,0,0,0,2
83,50,entrepreneur,married,tertiary,0,High-Value,Urban,8223,1,0,1,1,1,1,0,1
84,27,admin,married,secondary,0,Young Professionals,Suburban,4819,1,0,1,1,0,1,1,2
85,40,entrepreneur,married,tertiary,0,High-Value,Suburban,4174,1,1,1,1,0,0,0,2
86,74,entrepreneur,divorced,tertiary,0,Retired,Urban,5146,0,0,0,1,1,1,0,2
87,53,services,married,primary,0,Middle-Market,Urban,1388,0,1,0,1,1,0,0,2
88,27,services,single,secondary,0,Young Professionals,Urban,1677,1,1,0,1,0,1,0,2
89,53,management,divorced,secondary,1,Middle-Market,Suburban,8845,1,1,0,1,1,1,0,2
90,34,blue-collar,single,secondary,0,Budget-Conscious,Urban,1105,1,1,0,1,0,1,0,2
91,55,admin,married,secondary,0,Budget-Conscious,Urban,3844,1,1,1,1,0,1,0,2
92,51,services,married,primary,0,Budget-Conscious,Urban,2985,1,1,0,0,0,1,0,2
93,49,self-employed,divorced,secondary,0,Budget-Conscious,Urban,5645,1,1,0,1,1,1,0,2
94,77,retired,married,tertiary,0,Budget-Conscious,Suburban,1548,0,1,0,1,1,1,0,0
95,54,self-employed,married,tertiary,1,Budget-Conscious,Urban,3280,0,1,1,1,1,1,0,2
96,32,blue-collar,married,secondary,0,Budget-Conscious,Suburban,2235,1,1,1,1,1,1,0,2
97,35,blue-collar,married,primary,0,Middle-Market,Suburban,2591,1,1,1,1,0,1,0,2
98,30,blue-collar,married,secondary,0,Middle-Market,Urban,3364,1,1,1,1,0,1,0,2
100,51,admin,married,secondary,0,Middle-Market,Suburban,4543,1,1,0,1,0,1,0,2
101,41,admin,married,primary,0,Budget-Conscious,Suburban,3111,1,1,1,1,0,1,0,2
102,57,services,married,secondary,0,Middle-Market,Rural,3481,0,0,1,1,0,0,0,2
103,47,entrepreneur,married,secondary,0,Middle-Market,Suburban,3464,1,1,1,1,1,1,0,2
104,47,blue-collar,married,secondary,0,Middle-Market,Suburban,2733,1,0,1,1,0,1,0,2
105,32,unemployed,married,secondary,0,High-Value,Urban,74,0,1,1,1,1,0,0,0
106,34,technician,married,tertiary,0,Middle-Market,Suburban,4152,1,0,1,1,0,1,0,2
107,36,blue-collar,married,primary,0,Budget-Conscious,Suburban,1691,1,1,0,1,0,1,0,2
108,51,self-employed,married,secondary,0,Budget-Conscious,Urban,4781,1,1,0,0,0,1,0,2
109,36,technician,married,tertiary,0,Budget-Conscious,Rural,3112,1,0,1,1,1,1,0,2
110,67,admin,married,primary,0,Retired,Urban,4587,1,1,0,1,0,1,0,2
111,26,technician,married,tertiary,0,Young Professionals,Rural,3074,1,0,0,1,0,0,1,2
112,46,technician,divorced,tertiary,0,Budget-Conscious,Urban,3557,1,1,0,1,0,0,1,2
113,61,unemployed,divorced,primary,0,Budget-Conscious,Suburban,648,0,1,0,0,0,1,0,0
114,34,management,married,tertiary,0,High-Value,Urban,8647,1,1,0,1,1,0,1,1
116,35,management,married,tertiary,0,Middle-Market,Rural,8480,1,0,1,0,1,1,0,1
117,52,management,single,tertiary,0,Middle-Market,Suburban,5391,1,0,1,1,0,1,0,1
118,42,technician,married,secondary,0,Budget-Conscious,Suburban,2854,1,0,1,1,0,0,0,2
119,24,management,married,secondary,0,Young Professionals,Urban,6817,1,0,0,1,0,0,0,0
120,67,blue-collar,married,primary,0,Retired,Rural,3652,0,0,0,0,0,0,0,2
121,43,management,married,primary,0,Middle-Market,Suburban,9601,1,0,1,1,1,1,0,1
122,66,management,single,primary,0,Retired,Suburban,5106,1,0,0,1,1,1,1,1
123,32,entrepreneur,married,tertiary,0,High-Value,Urban,2325,1,1,0,1,1,1,1,2
124,38,admin,married,tertiary,0,Budget-Conscious,Urban,4933,1,0,1,1,0,1,0,2
125,42,technician,married,tertiary,0,High-Value,Urban,3529,1,1,1,1,0,1,0,2
126,29,blue-collar,married,tertiary,0,Budget-Conscious,Suburban,3748,1,1,0,1,1,1,0,2
127,55,management,single,tertiary,0,Middle-Market,Urban,5098,1,0,1,1,0,1,1,1
128,33,management,married,tertiary,0,Middle-Market,Rural,6753,1,0,0,1,0,1,1,1
129,35,admin,married,primary,0,Middle-Market,Suburban,3440,1,0,1,1,1,1,0,2
130,57,blue-collar,married,secondary,0,Middle-Market,Suburban,2977,1,1,0,1,0,1,0,2
131,39,blue-collar,single,primary,1,Budget-Conscious,Suburban,2910,1,0,0,1,0,1,0,2
132,31,technician,married,secondary,0,Middle-Market,Suburban,3341,1,0,1,1,0,1,0,2
133,36,admin,married,secondary,0,High-Value,Urban,4804,1,0,1,0,0,0,0,2
134,47,entrepreneur,single,secondary,0,Middle-Market,Urban,2857,1,1,0,1,1,1,0,2
135,58,unemployed,married,secondary,0,Middle-Market,Urban,507,0,1,1,0,1,1,0,0
136,48,entrepreneur,married,tertiary,0,Middle-Market,Urban,7213,1,0,1,1,1,1,1,1
137,46,blue-collar,married,secondary,0,Budget-Conscious,Urban,3623,1,1,1,1,0,1,0,2
138,50,services,married,secondary,0,Middle-Market,Urban,1331,1,1,1,1,0,1,0,2
139,60,blue-collar,married,tertiary,0,Middle-Market,Suburban,1357,1,1,1,1,0,0,0,2
140,23,student,single,tertiary,0,Young Professionals,Urban,702,1,1,0,1,0,1,1,0
141,23,student,single,tertiary,1,Budget-Conscious,Urban,942,0,1,1,1,0,0,0,0
142,60,technician,single,secondary,0,Middle-Market,Urban,3699,1,0,0,1,0,0,1,2
144,56,entrepreneur,married,tertiary,0,Budget-Conscious,Urban,8218,1,0,1,1,0,1,0,1
145,53,technician,married,tertiary,0,Middle-Market,Urban,3313,0,1,1,1,1,0,0,2
146,34,admin,married,secondary,0,High-Value,Urban,4789,1,1,1,1,0,1,1,2
147,33,services,married,primary,0,High-Value,Urban,2419,1,1,1,1,0,1,0,2
148,52,blue-collar,married,primary,0,High-Value,Urban,1564,1,0,0,1,0,1,1,2
149,45,admin,married,secondary,0,High-Value,Urban,4430,1,1,1,1,0,1,0,2
150,61,technician,divorced,tertiary,0,Retired,Urban,2926,1,1,1,1,0,1,0,2
151,30,unemployed,married,primary,1,Middle-Market,Urban,693,1,1,0,1,0,1,0,0
152,68,technician,divorced,tertiary,0,Budget-Conscious,Suburban,2672,0,0,1,1,0,1,0,2
153,46,admin,married,secondary,0,High-Value,Urban,3234,1,1,1,0,1,1,1,2
154,30,blue-collar,married,secondary,0,Budget-Conscious,Urban,1615,1,1,0,1,0,1,1,2
155,24,student,single,secondary,1,Young Professionals,Urban,717,1,1,0,1,0,0,1,0
156,28,technician,divorced,tertiary,0,Budget-Conscious,Rural,3264,1,1,0,1,0,1,1,2
157,62,services,married,secondary,0,Budget-Conscious,Suburban,3398,1,0,0,1,0,1,0,2
158,49,self-employed,single,secondary,0,Middle-Market,Suburban,4938,1,0,1,1,0,1,0,2
159,64,technician,married,tertiary,0,Retired,Rural,4127,1,0,1,1,1,1,0,2
160,41,services,married,tertiary,0,High-Value,Urban,2423,1,1,1,1,1,1,1,2
161,40,blue-collar,married,primary,0,Budget-Conscious,Urban,1977,1,0,1,1,0,0,0,2
162,42,services,single,secondary,0,Middle-Market,Suburban,2316,0,0,1,1,1,1,0,2
164,41,blue-collar,married,secondary,0,Budget-Conscious,Urban,3102,1,1,0,1,0,1,0,2
165,40,admin,single,secondary,0,Middle-Market,Suburban,3280,0,1,1,1,0,1,0,2
166,47,management,single,tertiary,0,Middle-Market,Urban,6696,1,1,0,1,0,0,1,1
167,67,entrepreneur,married,tertiary,0,Retired,Urban,2068,1,1,1,1,0,1,0,2
168,48,technician,divorced,tertiary,0,Budget-Conscious,Urban,3699,1,1,0,1,0,1,0,2
169,58,admin,single,tertiary,0,High-Value,Suburban,4823,1,0,0,1,1,0,0,2
170,89,retired,married,secondary,0,Retired,Suburban,2966,1,0,0,1,1,1,0,0
171,41,services,married,secondary,0,Middle-Market,Rural,1714,1,1,0,1,1,1,0,2
172,95,admin,married,secondary,0,Budget-Conscious,Urban,3577,1,1,1,1,0,1,0,2
173,50,blue-collar,divorced,primary,0,Middle-Market,Rural,3644,0,1,0,1,0,0,1,2
174,40,technician,single,tertiary,0,Budget-Conscious,Urban,4259,1,1,0,1,0,0,0,2
175,48,services,married,secondary,0,Middle-Market,Suburban,2591,0,1,0,1,1,1,0,2
176,67,technician,married,secondary,0,Retired,Urban,2897,1,1,0,1,0,0,0,2
177,41,services,married,secondary,0,Middle-Market,Urban,2232,1,1,0,1,1,1,0,2
178,43,blue-collar,married,secondary,0,Budget-Conscious,Rural,2237,1,1,0,1,1,1,0,2
180,26,admin,single,secondary,0,Young Professionals,Urban,4168,1,0,0,1,0,1,0,2
181,37,entrepreneur,married,tertiary,0,Budget-Conscious,Urban,6524,1,0,1,1,0,1,1,2
182,58,admin,married,tertiary,0,Budget-Conscious,Urban,3786,1,1,1,1,0,1,0,2
183,32,unemployed,married,primary,0,Middle-Market,Rural,623,0,1,1,1,0,1,0,0
184,22,management,divorced,secondary,0,Budget-Conscious,Urban,6390,1,0,1,1,1,0,1,1
185,35,technician,married,secondary,0,Budget-Conscious,Rural,4138,0,0,0,0,0,1,0,2
186,36,services,married,primary,0,High-Value,Urban,3498,1,1,1,1,0,1,1,2
187,63,management,divorced,secondary,0,Retired,Urban,7699,1,0,0,1,0,1,1,1
188,75,retired,divorced,tertiary,0,Budget-Conscious,Urban,1515,0,1,0,1,0,0,0,0
189,42,blue-collar,married,primary,0,Budget-Conscious,Urban,3855,1,1,1,1,1,0,0,2
190,32,technician,married,primary,0,Middle-Market,Suburban,2857,1,1,1,1,0,1,0,2
191,63,admin,married,secondary,0,Retired,Urban,4980,1,0,1,1,0,1,1,2
192,66,management,married,secondary,0,Budget-Conscious,Urban,6272,1,0,1,1,0,1,0,1
193,32,unemployed,married,secondary,0,Middle-Market,Urban,908,1,1,0,1,0,1,0,0
194,39,services,single,primary,0,Middle-Market,Rural,1605,1,0,0,1,0,0,0,2
195,60,entrepreneur,married,secondary,0,Middle-Market,Urban,7653,0,0,1,1,1,1,0,2
196,49,entrepreneur,single,tertiary,0,Middle-Market,Urban,8774,1,0,0,1,1,1,0,2
197,50,services,married,tertiary,0,Middle-Market,Urban,2399,1,1,0,1,0,0,0,2
198,49,management,married,secondary,0,High-Value,Urban,5470,1,1,1,1,1,1,1,1
199,39,management,married,tertiary,0,Budget-Conscious,Suburban,9493,1,0,1,0,0,1,1,1
200,44,self-employed,married,secondary,0,Budget-Conscious,Urban,5624,1,1,1,1,1,1,0,2
201,65,services,married,secondary,0,Retired,Urban,3277,1,1,0,1,0,1,1,2
202,49,admin,married,secondary,0,Middle-Market,Urban,4611,1,0,1,1,0,1,1,2
203,32,technician,divorced,tertiary,0,Budget-Conscious,Suburban,3735,0,1,0,1,0,1,0,2
204,31,management,married,secondary,0,Middle-Market,Urban,8645,1,0,1,0,1,1,1,1
205,61,services,divorced,primary,0,Budget-Conscious,Urban,1695,1,1,0,0,0,0,0,2
206,34,admin,married,tertiary,0,Middle-Market,Suburban,4970,1,1,1,1,1,1,0,0
207,51,admin,married,secondary,1,High-Value,Urban,4817,1,0,1,1,0,0,0,2
209,58,admin,married,secondary,0,Middle-Market,Suburban,3095,1,0,1,1,0,1,1,2
210,40,technician,married,tertiary,0,Middle-Market,Urban,3306,1,0,1,1,0,1,0,2
211,34,blue-collar,married,primary,0,Budget-Conscious,Urban,3377,1,0,1,0,0,0,0,2
212,48,services,married,secondary,0,High-Value,Urban,2130,1,1,0,1,1,0,1,2
213,61,services,married,primary,0,Budget-Conscious,Urban,2880,1,0,1,1,0,1,1,2
215,40,services,married,secondary,0,Budget-Conscious,Rural,2754,0,0,0,1,0,1,0,2
216,39,technician,married,tertiary,0,Middle-Market,Suburban,2833,1,0,1,1,1,1,0,2
217,39,entrepreneur,single,secondary,0,High-Value,Urban,4011,1,0,0,1,1,1,1,2
218,21,services,married,tertiary,0,Budget-Conscious,Suburban,2062,1,1,0,1,0,1,0,2
219,40,services,single,primary,0,High-Value,Urban,2099,1,1,0,1,1,1,0,2
220,95,management,divorced,tertiary,0,Retired,Suburban,8831,1,1,0,1,1,1,1,1
221,40,services,married,tertiary,0,Middle-Market,Urban,2870,1,0,0,1,0,0,1,2
222,69,retired,married,primary,0,Retired,Urban,2061,1,0,1,1,1,0,0,0
223,49,admin,single,tertiary,0,Budget-Conscious,Rural,3339,1,1,0,0,0,1,1,2
224,53,blue-collar,married,primary,0,Middle-Market,Urban,1665,0,1,0,1,0,1,1,0
225,63,technician,divorced,tertiary,0,Retired,Rural,2916,1,0,0,1,0,1,0,2
226,51,technician,married,tertiary,0,Budget-Conscious,Urban,2910,1,1,1,1,0,1,1,2
229,42,management,married,secondary,0,Budget-Conscious,Rural,6285,1,1,1,1,1,1,1,1
230,38,services,married,primary,0,Middle-Market,Urban,1582,1,0,1,1,0,1,0,2
231,36,self-employed,married,tertiary,0,Middle-Market,Suburban,3903,1,1,1,1,0,1,0,2
232,72,blue-collar,divorced,secondary,0,Budget-Conscious,Urban,3473,0,0,0,1,1,1,0,2
233,84,retired,divorced,tertiary,0,Retired,Urban,2753,0,0,1,1,0,0,0,0
234,74,blue-collar,married,secondary,0,Retired,Urban,1088,0,0,0,1,1,1,0,2
235,52,technician,married,secondary,0,Budget-Conscious,Rural,4242,1,1,1,1,0,0,0,2
236,47,services,married,tertiary,0,Middle-Market,Rural,1588,1,1,1,1,0,0,1,2
237,44,technician,divorced,tertiary,0,Budget-Conscious,Urban,3234,1,0,0,0,1,1,0,2
238,46,admin,married,primary,0,High-Value,Urban,3575,1,0,1,1,0,1,1,2
239,60,services,married,primary,0,Middle-Market,Suburban,2798,1,0,1,1,0,1,0,2
240,40,technician,single,secondary,0,Middle-Market,Rural,4100,1,1,1,1,0,0,1,2
241,29,unemployed,single,primary,0,Budget-Conscious,Urban,535,1,1,0,1,1,1,0,0
242,23,student,single,tertiary,0,Young Professionals,Urban,44,1,0,1,1,0,0,0,0
243,30,unemployed,married,tertiary,0,Budget-Conscious,Urban,318,1,1,0,1,0,1,0,0
244,31,blue-collar,married,secondary,1,Middle-Market,Suburban,3226,1,1,1,1,0,1,1,2
245,36,admin,married,tertiary,1,High-Value,Urban,3220,1,0,0,0,1,1,0,2
246,34,unemployed,married,secondary,0,High-Value,Suburban,924,1,1,0,1,0,0,1,0
247,38,blue-collar,single,tertiary,0,Budget-Conscious,Urban,1065,1,1,0,1,0,1,0,2
248,23,student,single,tertiary,0,Young Professionals,Rural,103,0,1,0,1,0,0,0,0
250,29,management,single,primary,0,Budget-Conscious,Suburban,6123,1,1,0,1,0,1,0,1
251,56,technician,divorced,secondary,0,Budget-Conscious,Urban,4073,0,0,1,1,1,1,0,2
252,47,blue-collar,married,primary,0,Budget-Conscious,Urban,2683,1,1,0,1,0,1,0,2
253,58,management,married,primary,0,Middle-Market,Rural,6350,1,0,1,1,0,1,0,1
255,42,technician,married,secondary,0,Middle-Market,Suburban,2606,1,0,1,1,0,1,0,2
256,76,retired,married,secondary,0,Retired,Urban,2647,1,1,1,1,0,0,1,0
257,25,unemployed,single,tertiary,0,Budget-Conscious,Rural,88,1,1,0,0,0,0,0,0
258,48,services,married,secondary,0,Middle-Market,Urban,3331,1,0,0,1,1,0,1,2
259,79,retired,married,secondary,0,Retired,Urban,2471,0,0,0,1,0,0,0,0
260,43,admin,married,secondary,0,High-Value,Suburban,4685,1,1,1,1,1,1,0,2
261,48,services,married,primary,0,Budget-Conscious,Suburban,2362,1,1,1,1,0,1,0,2
262,21,student,single,tertiary,0,Young Professionals,Urban,1042,0,0,0,1,1,0,0,0
263,33,admin,married,secondary,0,Middle-Market,Suburban,4051,1,0,1,1,0,0,0,2
264,60,blue-collar,married,secondary,0,Budget-Conscious,Urban,2751,1,1,1,1,1,1,0,2
265,62,management,divorced,secondary,0,Budget-Conscious,Suburban,8810,1,1,1,1,0,0,0,1
266,57,services,single,secondary,0,Budget-Conscious,Urban,3125,0,0,0,1,0,1,0,2
267,64,services,married,secondary,0,Budget-Conscious,Urban,2668,1,0,0,0,1,1,0,0
268,62,services,married,tertiary,0,Retired,Suburban,2844,1,1,1,1,0,1,1,2
269,49,blue-collar,married,tertiary,0,Budget-Conscious,Suburban,2806,0,1,0,1,1,1,0,2
270,43,technician,divorced,secondary,0,Middle-Market,Rural,2577,1,1,1,1,1,1,0,2
271,73,management,married,primary,0,Budget-Conscious,Urban,7019,0,0,1,1,0,1,1,1
272,56,management,married,secondary,0,Budget-Conscious,Suburban,9729,1,0,0,1,0,1,1,1
273,46,management,married,tertiary,0,High-Value,Urban,8305,1,0,1,1,1,1,1,1
274,25,unemployed,single,primary,0,Young Professionals,Urban,972,1,1,0,1,0,1,1,0
275,53,blue-collar,married,primary,0,Budget-Conscious,Urban,3259,1,0,1,1,0,1,0,2
276,52,blue-collar,married,primary,0,Middle-Market,Urban,2006,1,0,1,1,0,1,0,2
277,53,self-employed,married,tertiary,0,Budget-Conscious,Urban,3089,0,0,0,1,1,1,0,2
278,45,services,married,primary,0,Middle-Market,Urban,1412,1,1,1,1,1,0,0,2
279,47,services,single,secondary,1,Budget-Conscious,Suburban,1390,1,0,1,1,0,1,0,2
280,50,self-employed,married,secondary,0,Middle-Market,Rural,4249,1,1,1,1,0,1,0,2
281,54,management,single,tertiary,0,Middle-Market,Suburban,8139,1,1,1,1,1,1,1,1
282,37,entrepreneur,married,secondary,0,Middle-Market,Urban,4419,1,0,0,1,0,1,1,2
283,57,blue-collar,married,secondary,0,Middle-Market,Suburban,1518,1,1,0,1,0,1,0,2
284,55,admin,married,primary,0,Middle-Market,Urban,4325,1,1,1,1,0,1,0,2
285,80,retired,married,primary,0,Retired,Suburban,2014,1,1,0,1,0,1,0,0
286,34,admin,married,tertiary,0,High-Value,Urban,3459,1,1,1,1,1,0,1,2
287,32,blue-collar,married,tertiary,0,Middle-Market,Urban,1438,1,0,1,1,0,1,0,2
288,39,blue-collar,married,secondary,0,Middle-Market,Suburban,1119,1,1,0,1,0,0,1,0
289,44,technician,married,primary,0,Middle-Market,Urban,4310,1,1,1,1,0,1,0,2
290,65,retired,married,tertiary,0,Retired,Urban,2538,0,1,1,1,0,0,0,0
291,36,admin,married,tertiary,0,Middle-Market,Urban,4585,1,1,0,1,1,1,0,2
292,33,admin,married,secondary,0,Middle-Market,Rural,3499,1,1,0,1,0,1,0,2
293,48,management,single,tertiary,0,Middle-Market,Suburban,7642,1,1,0,1,0,1,1,1
294,44,blue-collar,single,primary,0,Middle-Market,Rural,3063,1,0,0,0,0,0,1,2
295,58,admin,single,secondary,0,Middle-Market,Suburban,3965,1,0,0,1,0,1,0,2
296,34,blue-collar,married,primary,0,High-Value,Urban,2663,1,1,0,1,0,0,0,2
297,60,self-employed,married,tertiary,0,Budget-Conscious,Urban,3134,1,1,0,1,0,1,0,2
298,55,technician,married,secondary,0,Middle-Market,Suburban,3658,1,1,1,1,0,0,1,2
299,48,services,married,tertiary,0,Budget-Conscious,Suburban,2830,1,1,0,1,0,1,0,2
300,31,admin,married,secondary,0,Budget-Conscious,Suburban,3812,1,1,1,1,0,1,0,2
301,32,admin,married,secondary,0,Budget-Conscious,Suburban,4657,1,1,0,0,1,1,0,2
302,70,blue-collar,married,primary,0,Retired,Urban,3025,1,1,0,1,0,1,0,2
303,43,blue-collar,married,primary,0,Budget-Conscious,Urban,3585,1,1,0,1,1,1,0,2
304,47,services,married,primary,0,Middle-Market,Urban,3091,1,1,1,1,0,1,0,2
305,26,services,single,secondary,0,Young Professionals,Urban,2609,1,1,0,0,0,1,0,2
307,51,blue-collar,married,secondary,0,Budget-Conscious,Urban,1791,1,1,1,1,0,1,0,2
309,52,self-employed,married,tertiary,0,Middle-Market,Urban,5167,1,0,1,1,1,1,0,2
310,35,technician,married,tertiary,0,Budget-Conscious,Urban,3616,1,1,1,0,0,0,0,2
311,67,blue-collar,divorced,secondary,0,Retired,Suburban,1669,0,1,1,1,1,0,0,2
312,41,admin,married,tertiary,0,High-Value,Urban,4613,1,0,1,0,1,1,0,2
313,38,admin,divorced,secondary,0,Middle-Market,Urban,3683,0,1,0,1,0,1,0,2
315,61,management,married,secondary,0,Retired,Suburban,8907,1,1,1,1,0,1,0,1
316,58,services,divorced,secondary,0,Middle-Market,Suburban,1540,1,0,1,1,1,1,0,2
317,61,blue-collar,divorced,primary,0,Retired,Suburban,3815,1,1,0,1,0,1,0,2
318,33,technician,married,secondary,0,Budget-Conscious,Suburban,4056,1,1,0,1,0,1,0,2
319,40,technician,married,tertiary,0,High-Value,Urban,4334,1,0,1,1,0,1,1,2
