customer_id,has_mobile_app,has_web_account,mobile_logins_per_week,web_logins_per_week,avg_mobile_session_duration,avg_web_session_duration,last_mobile_login,last_web_login
34,Yes,Yes,5,8,6.3,4.4,2025-02-22 18:12:15.253742,2025-02-23 20:48:27.635235
35,Yes,Yes,11,4,1.8,7.5,2025-02-25 08:42:08.544492,2025-02-23 03:41:34.369907
36,Yes,Yes,12,4,2.5,4.9,2025-02-22 14:50:26.872464,2025-02-09 20:17:01.012922
37,Yes,Yes,5,6,4.9,3.9,2025-02-16 04:41:26.274882,2025-01-27 22:53:59.330193
38,Yes,Yes,6,5,4.1,2.9,2023-01-01 14:06:09.816124,2022-12-30 03:58:47.048789
39,Yes,Yes,6,8,2.3,6.8,2025-02-18 06:09:28.327465,2025-02-17 13:46:35.750493
40,Yes,Yes,5,9,5.6,5.9,2025-02-22 14:16:58.343101,2025-02-14 00:02:38.331111
41,No,Yes,0,5,0.0,5.3,,2025-02-12 17:54:08.350326
42,Yes,Yes,7,5,2.6,5.0,2025-02-21 08:58:11.928017,2025-02-16 09:38:51.049399
43,Yes,Yes,7,6,2.4,8.2,2025-02-24 05:28:07.744758,2025-02-13 23:41:58.117845
44,Yes,Yes,6,8,6.2,4.7,2025-02-15 20:28:28.517686,2025-02-12 07:29:27.606560
45,Yes,Yes,7,5,5.3,7.1,2025-02-16 17:37:23.543739,2025-02-18 23:02:11.073545
46,Yes,No,11,0,3.9,0.0,2025-02-21 21:15:21.978904,
47,No,Yes,0,9,0.0,11.4,,2025-02-08 01:16:40.761641
48,Yes,Yes,5,5,4.1,5.5,2025-02-16 01:54:55.204851,2025-02-23 04:20:25.412885
49,Yes,Yes,9,5,3.6,5.7,2025-02-23 16:58:01.950523,2025-01-28 08:24:24.216269
50,No,Yes,0,8,0.0,7.3,,2025-02-05 03:11:32.230704
51,Yes,Yes,11,3,3.1,5.8,2025-02-24 22:12:58.792012,2025-02-04 06:49:14.152289
52,Yes,Yes,6,8,3.1,9.9,2025-02-22 01:46:17.087364,2025-02-20 14:46:08.352568
53,Yes,Yes,8,6,3.3,3.1,2025-02-20 07:57:15.688350,2025-02-13 14:46:48.460414
54,Yes,No,12,0,6.8,0.0,2025-02-15 20:06:10.792759,
55,Yes,Yes,7,7,3.1,7.6,2025-02-17 21:47:08.953461,2025-02-08 12:08:40.609782
56,Yes,Yes,8,9,5.7,2.9,2025-02-21 03:51:03.666237,2025-01-29 07:51:15.063214
57,Yes,No,7,0,4.9,0.0,2025-02-16 01:32:29.233468,
58,Yes,Yes,9,6,1.5,2.4,2025-02-21 01:34:28.078763,2025-01-27 02:30:11.444136
59,Yes,No,5,0,2.9,0.0,2025-02-19 21:31:45.227905,
60,Yes,Yes,11,5,2.3,6.0,2025-02-20 08:11:39.033056,2025-01-29 18:36:08.041249
61,No,Yes,0,6,0.0,5.0,,2025-02-09 02:03:30.076419
62,Yes,Yes,8,4,4.4,3.3,2023-06-23 18:54:22.923479,2023-07-14 21:22:28.373295
63,Yes,Yes,6,8,5.2,7.1,2025-02-21 14:54:02.701583,2025-01-27 16:13:47.253623
64,Yes,Yes,10,6,3.8,5.7,2025-02-25 06:33:01.348348,2025-02-13 02:25:20.313632
65,Yes,Yes,6,8,2.6,7.7,2025-02-18 18:55:12.730662,2025-02-14 09:35:01.984586
66,Yes,No,7,0,1.7,0.0,2025-02-16 04:13:42.904458,
67,Yes,Yes,10,4,6.4,4.6,2025-02-19 13:07:44.826222,2025-02-11 00:38:07.886906
68,Yes,Yes,8,5,3.5,4.7,2025-02-17 09:56:14.294300,2025-02-17 21:08:59.325603
69,Yes,Yes,12,4,4.8,5.4,2025-02-18 12:08:35.934840,2025-02-02 02:16:25.377685
70,Yes,No,11,0,2.6,0.0,2025-02-22 09:14:50.527754,
71,Yes,Yes,11,6,2.5,6.5,2025-02-20 09:34:32.493083,2025-02-20 21:09:22.167921
72,Yes,Yes,11,5,0.0,4.5,2025-02-18 23:51:45.519991,2025-02-12 05:07:53.831074
73,Yes,Yes,4,6,1.8,3.2,2025-02-17 12:52:00.911348,2025-01-31 17:36:40.871169
74,No,Yes,0,4,0.0,3.6,,2025-02-22 16:45:35.862310
75,Yes,Yes,4,5,2.5,3.7,2023-05-30 09:32:01.402884,2023-05-21 19:09:59.124562
76,Yes,Yes,6,4,4.8,5.6,2025-02-17 10:50:44.692866,2025-02-16 02:36:09.251917
77,Yes,Yes,4,4,3.4,3.1,2025-02-22 23:58:36.925572,2025-02-07 09:35:28.010401
78,Yes,Yes,10,3,3.6,4.7,2025-02-15 16:01:48.213706,2025-02-12 13:30:36.466317
79,Yes,Yes,6,8,3.9,10.3,2025-02-23 14:06:20.703689,2025-02-06 17:16:18.928774
80,No,Yes,0,6,0.0,2.9,,2025-02-05 00:44:15.661370
81,Yes,Yes,7,8,5.4,8.1,2025-02-25 08:08:09.147446,2025-02-02 05:44:21.903063
82,Yes,No,7,0,4.4,0.0,2025-02-17 11:05:07.007852,
83,No,Yes,0,4,0.0,2.9,,2025-02-18 11:57:37.910165
84,Yes,Yes,8,6,1.3,4.9,2024-06-08 04:04:36.231312,2024-06-04 01:36:50.312185
85,Yes,Yes,7,5,4.4,9.8,2025-02-17 18:47:41.829593,2025-02-03 11:22:29.561706
86,Yes,No,7,0,0.8,0.0,2025-02-17 11:56:45.926255,
87,Yes,Yes,6,8,2.7,4.1,2025-02-24 18:13:53.251297,2025-02-08 03:42:52.348634
88,Yes,Yes,11,5,3.3,4.5,2025-02-22 18:05:33.421910,2025-02-16 21:48:05.050023
89,Yes,No,6,0,4.3,0.0,2025-02-21 02:43:43.311009,
90,Yes,Yes,10,6,1.9,6.2,2025-02-18 11:07:32.127118,2025-01-29 15:58:18.884072
91,No,Yes,0,8,0.0,9.1,,2025-02-02 09:15:17.317130
92,Yes,Yes,5,7,3.9,5.6,2025-02-17 18:58:25.860656,2025-02-02 06:59:54.193465
93,Yes,No,5,0,5.4,0.0,2025-02-16 10:17:53.261444,
94,Yes,Yes,6,9,4.7,10.7,2025-02-20 02:46:25.429099,2025-02-24 05:47:45.625302
95,No,Yes,0,7,0.0,7.3,,2025-01-28 00:58:40.487265
96,Yes,Yes,11,6,3.7,6.7,2025-02-15 21:50:01.980079,2025-02-22 05:49:27.085008
97,Yes,Yes,10,5,2.1,2.3,2025-02-17 11:05:50.537251,2025-02-07 09:03:47.258596
98,Yes,No,11,0,0.4,0.0,2025-02-19 14:42:03.195122,
99,Yes,No,10,0,3.4,0.0,2025-02-19 23:09:37.185754,
100,Yes,Yes,5,8,0.9,4.0,2025-02-16 09:02:57.775428,2025-02-01 07:59:19.937551
101,Yes,Yes,6,6,4.1,4.5,2025-02-23 08:23:11.466895,2025-02-22 21:14:20.556911
102,Yes,Yes,6,7,4.3,7.7,2025-02-16 20:52:38.069275,2025-02-05 11:26:59.686370
103,Yes,Yes,8,5,4.1,7.2,2024-04-26 05:58:06.257107,2024-04-12 19:12:27.570732
104,No,No,0,0,0.0,0.0,,
105,Yes,Yes,10,6,4.4,4.2,2025-02-17 19:55:25.917341,2025-01-31 10:26:37.115608
106,Yes,Yes,9,5,5.1,4.8,2025-02-17 06:00:51.274990,2025-02-23 11:57:04.930618
107,Yes,Yes,10,4,1.7,9.4,2025-02-24 02:22:50.741753,2025-02-22 09:32:42.245465
108,Yes,Yes,7,7,7.4,4.9,2025-02-17 16:59:34.899523,2025-02-23 06:39:38.361378
109,Yes,Yes,11,7,4.1,1.7,2025-02-25 04:24:59.984966,2025-02-04 01:18:09.603150
110,Yes,Yes,7,8,4.9,7.2,2025-02-22 16:17:06.285497,2025-02-20 22:07:38.798857
111,No,Yes,0,5,0.0,3.8,,2025-02-02 10:28:00.827956
112,Yes,Yes,4,4,3.2,3.2,2023-02-27 05:27:44.929969,2023-02-21 10:13:34.118750
113,No,Yes,0,8,0.0,4.3,,2025-01-27 03:14:29.271667
114,Yes,Yes,11,5,2.6,5.4,2025-02-22 06:24:49.692979,2025-02-13 22:00:54.416578
115,Yes,Yes,11,5,5.5,6.7,2025-02-22 08:14:18.438267,2025-02-22 13:17:40.711492
116,Yes,Yes,11,5,4.1,4.2,2025-02-21 00:03:43.122702,2025-02-18 13:27:24.099375
117,No,Yes,0,9,0.0,5.5,,2025-02-17 10:33:03.811575
118,Yes,Yes,6,4,2.3,4.8,2025-02-25 01:25:46.620144,2025-02-24 02:43:16.593915
119,Yes,Yes,11,4,5.7,7.0,2023-10-29 14:38:33.022464,2023-10-26 13:13:41.778615
120,Yes,Yes,8,8,3.7,4.3,2025-02-16 22:27:39.805560,2025-02-07 11:25:51.083356
121,No,Yes,0,4,0.0,4.5,,2025-02-23 00:24:17.942464
122,Yes,Yes,6,8,6.5,7.1,2025-02-16 08:37:45.274373,2025-01-31 19:00:15.333736
123,Yes,Yes,12,4,0.8,6.4,2025-02-16 21:08:21.016996,2025-02-01 19:25:41.215906
124,Yes,Yes,9,7,5.3,6.0,2023-01-15 10:05:09.425455,2023-01-09 17:04:21.418890
125,No,Yes,0,5,0.0,5.4,,2025-02-22 05:53:23.518404
126,Yes,Yes,10,5,4.6,3.4,2025-02-16 22:27:19.915402,2025-02-11 08:21:56.769649
127,Yes,No,6,0,5.1,0.0,2025-02-17 05:06:11.412626,
128,Yes,Yes,11,7,1.4,5.1,2025-02-18 04:30:46.771155,2025-02-24 06:50:19.036225
129,No,No,0,0,0.0,0.0,,
130,Yes,Yes,5,10,2.1,6.6,2025-02-21 04:44:04.037857,2025-02-04 06:50:41.745777
131,Yes,Yes,10,5,3.5,3.2,2023-05-11 01:21:58.976415,2023-05-28 00:34:55.087802
132,Yes,Yes,9,5,2.0,5.3,2025-02-24 19:24:51.471676,2025-01-27 17:54:58.205874
133,Yes,No,9,0,4.9,0.0,2023-12-28 11:02:02.984333,
134,Yes,Yes,7,6,6.3,6.6,2025-02-18 11:12:38.120853,2025-02-04 17:07:06.035300
135,Yes,Yes,5,9,1.8,4.0,2025-02-20 00:28:07.430738,2025-02-16 00:15:44.622934
136,Yes,Yes,7,5,4.9,4.0,2025-02-19 09:33:56.698920,2025-02-05 06:02:23.723530
137,Yes,Yes,7,4,1.2,4.8,2025-02-22 19:21:46.181684,2025-02-08 00:59:28.058897
138,No,No,0,0,0.0,0.0,,
139,Yes,Yes,6,8,2.7,6.7,2025-02-18 00:25:42.844214,2025-02-21 18:02:21.305389
140,Yes,No,10,0,4.7,0.0,2025-02-22 05:46:02.330291,
141,Yes,Yes,9,6,3.4,6.9,2025-02-24 08:37:16.790893,2025-02-14 03:23:50.679754
142,Yes,Yes,6,8,3.1,5.4,2025-02-16 11:40:53.442548,2025-02-24 11:02:53.176442
143,Yes,Yes,9,6,3.2,3.9,2025-02-24 03:42:27.652991,2025-02-18 02:55:51.275982
144,Yes,No,7,0,4.4,0.0,2025-02-23 03:03:38.955465,
145,Yes,No,6,0,3.4,0.0,2025-02-21 13:36:03.108762,
146,Yes,Yes,10,4,0.3,6.0,2025-02-21 19:36:29.710675,2025-02-17 21:39:10.363517
147,Yes,Yes,10,5,0.0,5.2,2025-02-16 16:08:47.118221,2025-02-02 20:40:45.325818
148,Yes,Yes,5,9,4.5,8.3,2025-02-22 19:53:10.065091,2025-02-20 05:20:31.496052
149,Yes,Yes,9,5,5.1,0.0,2025-02-16 15:40:10.813082,2025-02-11 11:43:24.634024
150,Yes,Yes,8,8,5.3,8.7,2025-02-22 06:45:04.949559,2025-01-28 20:16:05.649164
151,Yes,Yes,11,5,2.9,10.7,2025-02-17 17:55:09.960456,2025-02-05 02:14:22.913792
152,Yes,No,7,0,4.3,0.0,2025-02-19 03:44:15.874409,
153,Yes,Yes,7,4,4.6,4.9,2025-02-19 11:32:40.632374,2025-02-24 05:46:56.670477
154,Yes,Yes,11,4,4.3,3.6,2025-02-23 18:45:02.328009,2025-02-06 19:32:18.113144
155,Yes,Yes,10,7,1.3,6.9,2025-02-23 21:31:35.909738,2025-02-07 01:05:49.834278
156,Yes,Yes,10,5,3.7,8.1,2022-12-24 13:08:34.957735,2023-01-16 09:40:01.517797
157,No,Yes,0,9,0.0,6.6,,2025-02-03 18:09:03.453932
158,Yes,Yes,5,5,4.5,0.5,2025-02-17 08:06:34.736961,2025-01-28 13:23:43.417949
159,No,Yes,0,8,0.0,6.2,,2025-02-20 05:47:20.293040
160,Yes,Yes,6,6,3.8,6.0,2025-02-16 11:47:34.966028,2025-01-27 01:03:15.549160
161,Yes,Yes,7,6,3.4,3.4,2025-02-21 21:50:48.535898,2025-02-03 00:17:55.069073
162,Yes,Yes,7,5,2.0,3.8,2025-02-25 05:44:45.509284,2025-02-13 18:43:57.576712
163,No,Yes,0,6,0.0,4.5,,2025-02-21 06:37:15.249488
164,Yes,Yes,5,5,2.3,6.9,2025-02-17 10:06:55.721996,2025-01-31 00:00:56.654677
165,Yes,No,5,0,5.3,0.0,2025-02-18 11:14:47.890762,
166,Yes,No,7,0,3.1,0.0,2025-02-20 07:15:43.263489,
167,Yes,Yes,7,9,5.5,8.0,2025-02-17 02:20:01.111076,2025-02-14 21:01:03.815953
168,No,Yes,0,4,0.0,6.1,,2025-02-13 06:45:41.544119
169,Yes,Yes,7,10,5.0,5.3,2025-02-22 13:18:32.385235,2025-01-30 16:30:15.767662
170,No,Yes,0,8,0.0,6.4,,2025-01-28 20:34:43.174846
171,Yes,Yes,7,6,4.4,4.2,2025-02-23 10:57:36.827408,2025-02-18 08:01:27.210113
172,Yes,Yes,6,6,4.5,4.3,2025-02-16 01:42:43.268386,2025-02-23 18:27:17.768895
173,Yes,Yes,8,5,1.5,2.6,2025-02-17 14:37:12.177588,2025-02-02 06:23:29.291829
174,Yes,Yes,5,5,5.3,2.0,2025-02-19 00:31:26.840484,2025-02-06 13:37:35.554494
175,Yes,Yes,7,5,5.2,6.6,2025-02-22 21:56:25.377195,2025-02-02 01:44:20.946303
176,Yes,Yes,6,7,2.6,7.4,2025-02-15 19:19:57.981395,2025-02-03 08:48:20.328036
177,Yes,Yes,7,4,4.8,1.2,2025-02-20 16:25:54.152093,2025-01-27 19:58:26.267928
178,Yes,Yes,5,5,5.7,6.5,2025-02-23 06:56:03.297046,2025-02-04 15:05:51.773139
179,Yes,Yes,8,5,3.9,8.5,2023-05-04 13:41:17.011781,2023-05-23 14:33:29.164825
180,Yes,Yes,10,4,2.8,7.2,2025-02-24 16:21:16.439295,2025-02-25 01:48:14.544308
181,Yes,Yes,10,4,3.4,5.1,2025-02-18 15:30:48.950315,2025-01-27 02:16:50.707076
182,Yes,Yes,6,7,5.4,3.7,2025-02-23 11:47:53.678474,2025-02-20 14:20:01.924740
183,Yes,Yes,11,5,4.0,6.3,2025-02-18 07:48:42.100348,2025-02-09 12:01:20.958843
184,Yes,Yes,10,4,5.0,5.4,2024-04-10 03:25:11.828640,2024-04-03 00:13:47.935530
185,Yes,Yes,10,5,2.3,2.8,2025-02-18 11:55:02.656259,2025-02-06 18:58:26.888017
186,Yes,No,8,0,1.9,0.0,2025-02-17 06:14:04.212064,
187,No,Yes,0,8,0.0,5.9,,2025-02-01 06:44:42.507258
188,Yes,Yes,6,8,4.1,9.0,2025-02-24 19:34:07.644854,2025-02-13 14:59:51.268638
189,Yes,Yes,5,5,2.7,6.8,2025-02-19 03:44:22.125950,2025-02-23 00:12:17.496688
190,Yes,Yes,10,5,1.2,7.2,2025-02-24 01:25:23.915532,2025-02-02 17:33:31.484755
191,Yes,Yes,6,7,2.2,7.8,2025-02-17 22:54:34.582242,2025-02-23 10:12:03.125725
192,Yes,Yes,7,8,4.2,5.4,2025-02-23 06:00:10.162591,2025-02-16 05:41:36.614011
193,Yes,Yes,11,5,3.8,6.7,2025-02-18 10:20:34.759108,2025-02-03 09:12:05.712362
194,Yes,No,10,0,2.0,0.0,2025-02-22 15:39:42.489535,
195,Yes,Yes,7,9,5.3,6.4,2025-02-21 20:09:37.662634,2025-02-06 17:47:41.907676
196,Yes,Yes,7,4,3.9,5.6,2025-02-16 02:17:32.441281,2025-02-01 11:47:48.211535
197,Yes,Yes,6,5,5.9,3.0,2025-02-18 11:18:53.543605,2025-02-24 04:06:52.924730
198,Yes,No,7,0,8.5,0.0,2024-01-28 12:11:03.726739,
199,Yes,Yes,11,3,2.5,5.8,2025-02-21 20:34:06.679975,2025-02-05 15:03:02.492265
200,Yes,No,6,0,5.1,0.0,2025-02-17 07:48:59.703135,
201,Yes,No,6,0,4.7,0.0,2025-02-18 23:20:23.266597,
202,Yes,Yes,5,6,4.4,3.1,2023-05-26 07:09:24.809713,2023-05-21 06:02:12.692894
203,Yes,Yes,8,6,1.9,5.2,2025-02-22 11:00:20.204480,2025-02-01 17:04:27.222944
204,Yes,Yes,10,5,2.6,1.6,2025-02-24 08:12:34.662181,2025-02-06 17:45:20.830156
205,Yes,No,6,0,3.4,0.0,2025-02-25 12:48:17.580995,
206,Yes,Yes,9,6,1.0,3.6,2025-02-21 00:51:17.350955,2025-02-09 00:38:08.338150
207,Yes,Yes,5,8,2.3,4.8,2024-03-04 09:12:25.171602,2024-02-14 17:48:29.230746
208,Yes,Yes,12,5,3.4,2.0,2025-02-17 06:43:12.626616,2025-02-14 01:03:57.712394
209,Yes,No,6,0,2.0,0.0,2025-02-20 11:38:40.894201,
210,No,Yes,0,4,0.0,5.6,,2025-02-25 08:26:32.294515
211,Yes,Yes,9,7,2.3,8.5,2025-02-19 06:38:59.976299,2025-02-17 04:50:54.967575
212,Yes,Yes,7,6,6.1,7.1,2025-02-15 16:30:14.237098,2025-02-02 02:35:10.704196
213,Yes,Yes,7,9,1.2,7.9,2025-02-25 13:21:06.428277,2025-02-04 11:42:25.764007
214,Yes,Yes,5,5,3.2,7.6,2025-02-17 13:06:59.857690,2025-02-07 09:31:34.399259
215,Yes,No,8,0,1.8,0.0,2025-02-20 14:46:39.480995,
216,Yes,Yes,7,9,4.7,2.1,2025-02-20 17:52:44.859938,2025-02-13 19:24:23.167289
217,Yes,Yes,10,5,3.7,0.3,2025-02-16 22:16:46.000804,2025-02-01 03:24:49.705787
218,Yes,Yes,9,4,4.0,3.0,2025-02-18 02:22:53.961300,2025-01-27 09:44:39.110420
219,No,Yes,0,8,0.0,4.9,,2025-02-08 01:27:01.573565
220,Yes,Yes,10,4,3.2,6.5,2024-07-22 00:19:22.714337,2024-07-30 07:27:14.689073
221,Yes,Yes,11,6,0.0,5.5,2025-02-23 15:43:10.787435,2025-01-30 22:33:06.654875
222,Yes,Yes,4,7,6.3,6.4,2025-02-18 05:18:14.667656,2025-02-06 08:40:10.606591
223,Yes,Yes,10,7,0.0,6.2,2025-02-18 15:52:58.713144,2025-02-24 16:11:29.263237
224,Yes,Yes,5,9,4.1,8.8,2025-02-18 21:01:26.339713,2025-02-03 15:44:55.634155
225,Yes,Yes,10,5,4.1,6.9,2025-02-21 23:42:58.699878,2025-02-09 01:02:42.089647
226,No,Yes,0,5,0.0,4.6,,2025-02-05 15:52:48.944188
227,Yes,Yes,12,5,3.1,2.4,2025-02-18 13:56:57.650416,2025-01-28 11:38:14.731804
228,Yes,Yes,11,6,3.1,7.5,2025-02-21 09:09:57.884553,2025-02-03 02:40:11.817646
229,Yes,No,5,0,2.6,0.0,2025-02-16 22:19:39.223204,
230,Yes,Yes,11,4,5.4,4.1,2025-02-17 08:25:52.007116,2025-02-11 20:09:12.603444
231,Yes,No,11,0,2.4,0.0,2025-02-18 02:45:57.158242,
232,No,Yes,0,9,0.0,6.9,,2025-02-15 17:26:08.766199
233,Yes,Yes,8,8,5.2,7.0,2022-12-28 02:24:48.060796,2022-12-22 06:59:37.542181
234,Yes,Yes,6,8,3.6,7.5,2025-02-21 07:14:09.298986,2025-02-08 06:30:54.929958
235,Yes,Yes,6,7,3.8,6.8,2025-02-22 20:41:06.165542,2025-02-23 18:26:48.621410
236,No,Yes,0,5,0.0,5.3,,2025-01-27 05:21:10.116066
237,Yes,No,6,0,2.7,0.0,2025-02-24 22:44:05.841263,
238,No,Yes,0,4,0.0,7.1,,2025-01-29 09:24:22.853499
239,Yes,Yes,7,7,4.9,8.6,2025-02-15 20:10:03.220308,2025-02-19 06:33:19.147853
240,No,Yes,0,5,0.0,4.5,,2025-01-27 20:12:32.272644
241,Yes,Yes,11,5,4.0,3.0,2025-02-16 14:03:37.039818,2025-02-15 09:46:05.575324
242,Yes,Yes,10,5,1.5,10.0,2024-08-09 23:49:38.224037,2024-08-01 13:09:10.125905
243,Yes,Yes,10,4,3.4,2.4,2024-05-02 10:17:43.880134,2024-05-16 07:35:35.610112
244,Yes,Yes,11,4,2.8,7.4,2025-02-19 14:48:49.658980,2025-02-12 22:21:41.079305
245,Yes,Yes,11,4,6.2,3.1,2025-02-18 04:42:26.609122,2025-02-03 22:25:47.811992
246,Yes,No,11,0,4.6,0.0,2025-02-23 07:20:50.299045,
247,Yes,Yes,10,4,1.7,7.9,2025-02-20 06:15:55.454218,2025-02-01 00:07:37.677172
248,Yes,Yes,9,6,1.1,8.0,2025-02-19 14:50:42.464739,2025-02-07 02:10:10.063934
249,Yes,Yes,10,5,1.9,9.6,2025-02-19 12:16:45.016734,2025-02-12 17:25:07.542234
250,Yes,Yes,12,4,1.5,5.1,2023-09-04 13:08:26.482106,2023-09-03 17:33:40.921047
251,No,Yes,0,7,0.0,6.9,,2025-02-19 16:10:56.877985
252,Yes,Yes,7,4,4.0,3.5,2025-02-15 19:01:20.628055,2025-02-06 12:07:05.323988
253,Yes,No,7,0,5.7,0.0,2025-02-20 14:27:06.905351,
254,Yes,Yes,7,9,5.1,2.4,2025-02-18 17:11:30.841262,2025-01-27 19:19:44.494694
255,Yes,Yes,6,5,5.9,6.4,2025-02-23 16:02:01.897832,2025-02-11 15:55:19.846489
256,No,Yes,0,9,0.0,5.2,,2025-02-23 06:22:41.147005
257,Yes,No,11,0,5.3,0.0,2025-02-17 21:01:18.463367,
258,No,No,0,0,0.0,0.0,,
259,Yes,Yes,5,9,6.2,4.6,2025-02-24 03:58:19.063721,2025-02-15 20:51:24.822826
260,Yes,Yes,6,5,3.6,4.5,2025-02-24 00:38:10.253989,2025-02-14 02:54:37.567832
261,No,Yes,0,7,0.0,2.6,,2025-01-28 13:12:41.937127
262,Yes,Yes,10,6,1.4,4.7,2025-02-22 13:23:42.657396,2025-02-02 20:25:02.862668
263,Yes,Yes,9,4,1.6,3.6,2025-02-15 23:44:04.365435,2025-02-07 08:44:47.480217
264,Yes,Yes,6,7,1.2,3.3,2025-02-22 17:49:24.136688,2025-02-25 00:16:22.714720
265,Yes,No,7,0,2.6,0.0,2025-02-23 07:26:00.247839,
266,Yes,Yes,6,8,5.0,8.1,2025-02-22 20:50:41.246114,2025-02-12 16:34:26.229447
267,Yes,Yes,8,8,5.4,3.6,2025-02-17 12:52:16.255493,2025-02-16 16:27:26.599682
268,Yes,No,5,0,4.0,0.0,2025-02-19 17:32:30.796994,
269,Yes,Yes,5,5,4.0,8.2,2025-02-17 23:40:03.610550,2025-01-29 13:05:16.224577
270,Yes,No,6,0,2.0,0.0,2025-02-17 04:51:28.477599,
271,No,Yes,0,8,0.0,7.1,,2025-02-08 15:07:50.501011
272,No,Yes,0,5,0.0,3.1,,2025-02-23 01:16:18.108531
273,Yes,Yes,8,4,3.6,6.0,2025-02-18 00:18:19.593681,2025-02-21 05:32:45.130377
274,Yes,Yes,8,5,3.2,7.2,2025-02-20 18:26:31.112275,2025-01-28 22:42:26.464256
275,Yes,Yes,4,10,3.2,5.7,2025-02-22 18:27:49.221993,2025-02-18 13:05:43.765641
276,Yes,Yes,5,7,1.9,6.6,2025-02-19 07:02:31.597104,2025-01-30 00:24:34.869484
277,Yes,Yes,7,7,5.7,4.2,2025-02-16 21:28:07.409026,2025-02-08 09:05:45.714563
278,Yes,Yes,7,6,4.5,4.8,2023-04-13 00:54:06.104625,2023-04-04 22:30:39.531468
279,Yes,Yes,6,5,5.3,5.9,2025-02-25 08:24:44.784727,2025-02-03 23:00:20.750310
280,Yes,Yes,6,4,1.9,4.9,2025-02-21 23:44:42.204643,2025-02-02 15:03:33.237492
281,Yes,Yes,8,7,4.0,6.4,2025-02-15 18:33:23.194423,2025-02-25 12:58:27.410276
282,Yes,Yes,12,6,3.7,7.6,2025-02-18 15:47:10.808633,2025-02-05 02:43:14.609088
283,Yes,No,5,0,4.7,0.0,2025-02-18 18:32:47.726899,
284,Yes,Yes,5,9,4.4,8.2,2024-11-22 18:04:39.214243,2024-10-30 12:29:38.726992
