customer_id,age,job,marital,education,credit_default,customer_segment,region,income,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
124,38,admin,married,tertiary,no,Budget-Conscious,Urban,4933,yes,no,yes,yes,no,yes,no
125,42,technician,married,tertiary,no,High-Value,Urban,3529,yes,yes,yes,yes,no,yes,no
126,29,blue-collar,married,tertiary,no,Budget-Conscious,Suburban,3748,yes,yes,no,yes,yes,yes,no
127,55,management,single,tertiary,no,Middle-Market,Urban,5098,yes,no,yes,yes,no,yes,yes
128,33,management,married,tertiary,no,Middle-Market,Rural,6753,yes,no,no,yes,no,yes,yes
129,35,admin,married,primary,no,Middle-Market,Suburban,3440,yes,no,yes,yes,yes,yes,no
130,57,blue-collar,married,secondary,no,Middle-Market,Suburban,2977,yes,yes,no,yes,no,yes,no
131,39,blue-collar,single,primary,yes,Budget-Conscious,Suburban,2910,yes,no,no,yes,no,yes,no
132,31,technician,married,secondary,no,Middle-Market,Suburban,3341,yes,no,yes,yes,no,yes,no
133,36,admin,married,secondary,no,High-Value,Urban,4804,yes,no,yes,no,no,no,no
134,47,entrepreneur,single,secondary,no,Middle-Market,Urban,2857,yes,yes,no,yes,yes,yes,no
135,58,unemployed,married,secondary,no,Middle-Market,Urban,507,no,yes,yes,no,yes,yes,no
136,48,entrepreneur,married,tertiary,no,Middle-Market,Urban,7213,yes,no,yes,yes,yes,yes,yes
137,46,blue-collar,married,secondary,no,Budget-Conscious,Urban,3623,yes,yes,yes,yes,no,yes,no
138,50,services,married,secondary,no,Middle-Market,Urban,1331,yes,yes,yes,yes,no,yes,no
139,60,blue-collar,married,tertiary,no,Middle-Market,Suburban,1357,yes,yes,yes,yes,no,no,no
140,23,student,single,tertiary,no,Young Professionals,Urban,702,yes,yes,no,yes,no,yes,yes
141,23,student,single,tertiary,yes,Budget-Conscious,Urban,942,no,yes,yes,yes,no,no,no
142,60,technician,single,secondary,no,Middle-Market,Urban,3699,yes,no,no,yes,no,no,yes
143,20,blue-collar,single,primary,no,Young Professionals,Urban,1842,yes,yes,no,yes,no,no,no
144,56,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,8218,yes,no,yes,yes,no,yes,no
145,53,technician,married,tertiary,no,Middle-Market,Urban,3313,no,yes,yes,yes,yes,no,no
146,34,admin,married,secondary,no,High-Value,Urban,4789,yes,yes,yes,yes,no,yes,yes
147,33,services,married,primary,no,High-Value,Urban,2419,yes,yes,yes,yes,no,yes,no
148,52,blue-collar,married,primary,no,High-Value,Urban,1564,yes,no,no,yes,no,yes,yes
149,45,admin,married,secondary,no,High-Value,Urban,4430,yes,yes,yes,yes,no,yes,no
150,61,technician,divorced,tertiary,no,Retired,Urban,2926,yes,yes,yes,yes,no,yes,no
151,30,unemployed,married,primary,yes,Middle-Market,Urban,693,yes,yes,no,yes,no,yes,no
152,68,technician,divorced,tertiary,no,Budget-Conscious,Suburban,2672,no,no,yes,yes,no,yes,no
153,46,admin,married,secondary,no,High-Value,Urban,3234,yes,yes,yes,no,yes,yes,yes
154,30,blue-collar,married,secondary,no,Budget-Conscious,Urban,1615,yes,yes,no,yes,no,yes,yes
155,24,student,single,secondary,yes,Young Professionals,Urban,717,yes,yes,no,yes,no,no,yes
156,28,technician,divorced,tertiary,no,Budget-Conscious,Rural,3264,yes,yes,no,yes,no,yes,yes
157,62,services,married,secondary,no,Budget-Conscious,Suburban,3398,yes,no,no,yes,no,yes,no
158,49,self-employed,single,secondary,no,Middle-Market,Suburban,4938,yes,no,yes,yes,no,yes,no
159,64,technician,married,tertiary,no,Retired,Rural,4127,yes,no,yes,yes,yes,yes,no
160,41,services,married,tertiary,no,High-Value,Urban,2423,yes,yes,yes,yes,yes,yes,yes
161,40,blue-collar,married,primary,no,Budget-Conscious,Urban,1977,yes,no,yes,yes,no,no,no
162,42,services,single,secondary,no,Middle-Market,Suburban,2316,no,no,yes,yes,yes,yes,no
163,18,services,single,secondary,no,Young Professionals,Suburban,1999,no,yes,yes,yes,no,no,no
164,41,blue-collar,married,secondary,no,Budget-Conscious,Urban,3102,yes,yes,no,yes,no,yes,no
165,40,admin,single,secondary,no,Middle-Market,Suburban,3280,no,yes,yes,yes,no,yes,no
166,47,management,single,tertiary,no,Middle-Market,Urban,6696,yes,yes,no,yes,no,no,yes
167,67,entrepreneur,married,tertiary,no,Retired,Urban,2068,yes,yes,yes,yes,no,yes,no
168,48,technician,divorced,tertiary,no,Budget-Conscious,Urban,3699,yes,yes,no,yes,no,yes,no
169,58,admin,single,tertiary,no,High-Value,Suburban,4823,yes,no,no,yes,yes,no,no
170,89,retired,married,secondary,no,Retired,Suburban,2966,yes,no,no,yes,yes,yes,no
171,41,services,married,secondary,no,Middle-Market,Rural,1714,yes,yes,no,yes,yes,yes,no
172,95,admin,married,secondary,no,Budget-Conscious,Urban,3577,yes,yes,yes,yes,no,yes,no
173,50,blue-collar,divorced,primary,no,Middle-Market,Rural,3644,no,yes,no,yes,no,no,yes
174,40,technician,single,tertiary,no,Budget-Conscious,Urban,4259,yes,yes,no,yes,no,no,no
175,48,services,married,secondary,no,Middle-Market,Suburban,2591,no,yes,no,yes,yes,yes,no
176,67,technician,married,secondary,no,Retired,Urban,2897,yes,yes,no,yes,no,no,no
177,41,services,married,secondary,no,Middle-Market,Urban,2232,yes,yes,no,yes,yes,yes,no
178,43,blue-collar,married,secondary,no,Budget-Conscious,Rural,2237,yes,yes,no,yes,yes,yes,no
179,47,unemployed,married,secondary,no,High-Value,Urban,-970,yes,yes,yes,yes,yes,yes,no
180,26,admin,single,secondary,no,Young Professionals,Urban,4168,yes,no,no,yes,no,yes,no
181,37,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,6524,yes,no,yes,yes,no,yes,yes
182,58,admin,married,tertiary,no,Budget-Conscious,Urban,3786,yes,yes,yes,yes,no,yes,no
183,32,unemployed,married,primary,no,Middle-Market,Rural,623,no,yes,yes,yes,no,yes,no
184,22,management,divorced,secondary,no,Budget-Conscious,Urban,6390,yes,no,yes,yes,yes,no,yes
185,35,technician,married,secondary,no,Budget-Conscious,Rural,4138,no,no,no,no,no,yes,no
186,36,services,married,primary,no,High-Value,Urban,3498,yes,yes,yes,yes,no,yes,yes
187,63,management,divorced,secondary,no,Retired,Urban,7699,yes,no,no,yes,no,yes,yes
188,75,retired,divorced,tertiary,no,Budget-Conscious,Urban,1515,no,yes,no,yes,no,no,no
189,42,blue-collar,married,primary,no,Budget-Conscious,Urban,3855,yes,yes,yes,yes,yes,no,no
190,32,technician,married,primary,no,Middle-Market,Suburban,2857,yes,yes,yes,yes,no,yes,no
191,63,admin,married,secondary,no,Retired,Urban,4980,yes,no,yes,yes,no,yes,yes
192,66,management,married,secondary,no,Budget-Conscious,Urban,6272,yes,no,yes,yes,no,yes,no
193,32,unemployed,married,secondary,no,Middle-Market,Urban,908,yes,yes,no,yes,no,yes,no
194,39,services,single,primary,no,Middle-Market,Rural,1605,yes,no,no,yes,no,no,no
195,60,entrepreneur,married,secondary,no,Middle-Market,Urban,7653,no,no,yes,yes,yes,yes,no
196,49,entrepreneur,single,tertiary,no,Middle-Market,Urban,8774,yes,no,no,yes,yes,yes,no
197,50,services,married,tertiary,no,Middle-Market,Urban,2399,yes,yes,no,yes,no,no,no
198,49,management,married,secondary,no,High-Value,Urban,5470,yes,yes,yes,yes,yes,yes,yes
199,39,management,married,tertiary,no,Budget-Conscious,Suburban,9493,yes,no,yes,no,no,yes,yes
200,44,self-employed,married,secondary,no,Budget-Conscious,Urban,5624,yes,yes,yes,yes,yes,yes,no
201,65,services,married,secondary,no,Retired,Urban,3277,yes,yes,no,yes,no,yes,yes
202,49,admin,married,secondary,no,Middle-Market,Urban,4611,yes,no,yes,yes,no,yes,yes
203,32,technician,divorced,tertiary,no,Budget-Conscious,Suburban,3735,no,yes,no,yes,no,yes,no
204,31,management,married,secondary,no,Middle-Market,Urban,8645,yes,no,yes,no,yes,yes,yes
205,61,services,divorced,primary,no,Budget-Conscious,Urban,1695,yes,yes,no,no,no,no,no
206,34,admin,married,tertiary,no,Middle-Market,Suburban,4970,yes,yes,yes,yes,yes,yes,no
207,51,admin,married,secondary,yes,High-Value,Urban,4817,yes,no,yes,yes,no,no,no
208,18,services,single,secondary,no,Budget-Conscious,Urban,3135,yes,yes,yes,yes,no,yes,no
209,58,admin,married,secondary,no,Middle-Market,Suburban,3095,yes,no,yes,yes,no,yes,yes
210,40,technician,married,tertiary,no,Middle-Market,Urban,3306,yes,no,yes,yes,no,yes,no
211,34,blue-collar,married,primary,no,Budget-Conscious,Urban,3377,yes,no,yes,no,no,no,no
212,48,services,married,secondary,no,High-Value,Urban,2130,yes,yes,no,yes,yes,no,yes
213,61,services,married,primary,no,Budget-Conscious,Urban,2880,yes,no,yes,yes,no,yes,yes
214,57,technician,married,tertiary,no,High-Value,Urban,3074,yes,yes,yes,no,yes,yes,no
215,40,services,married,secondary,no,Budget-Conscious,Rural,2754,no,no,no,yes,no,yes,no
216,39,technician,married,tertiary,no,Middle-Market,Suburban,2833,yes,no,yes,yes,yes,yes,no
217,39,entrepreneur,single,secondary,no,High-Value,Urban,4011,yes,no,no,yes,yes,yes,yes
218,21,services,married,tertiary,no,Budget-Conscious,Suburban,2062,yes,yes,no,yes,no,yes,no
219,40,services,single,primary,no,High-Value,Urban,2099,yes,yes,no,yes,yes,yes,no
220,95,management,divorced,tertiary,no,Retired,Suburban,8831,yes,yes,no,yes,yes,yes,yes
221,40,services,married,tertiary,no,Middle-Market,Urban,2870,yes,no,no,yes,no,no,yes
222,69,retired,married,primary,no,Retired,Urban,2061,yes,no,yes,yes,yes,no,no
223,49,admin,single,tertiary,no,Budget-Conscious,Rural,3339,yes,yes,no,no,no,yes,yes
224,53,blue-collar,married,primary,no,Middle-Market,Urban,1665,no,yes,no,yes,no,yes,yes
225,63,technician,divorced,tertiary,no,Retired,Rural,2916,yes,no,no,yes,no,yes,no
226,51,technician,married,tertiary,no,Budget-Conscious,Urban,2910,yes,yes,yes,yes,no,yes,yes
227,20,student,single,secondary,no,Young Professionals,Rural,1363,yes,no,yes,yes,no,no,no
228,18,blue-collar,single,primary,no,Young Professionals,Urban,2453,yes,yes,yes,yes,no,yes,no
229,42,management,married,secondary,no,Budget-Conscious,Rural,6285,yes,yes,yes,yes,yes,yes,yes
230,38,services,married,primary,no,Middle-Market,Urban,1582,yes,no,yes,yes,no,yes,no
231,36,self-employed,married,tertiary,no,Middle-Market,Suburban,3903,yes,yes,yes,yes,no,yes,no
232,72,blue-collar,divorced,secondary,no,Budget-Conscious,Urban,3473,no,no,no,yes,yes,yes,no
233,84,retired,divorced,tertiary,no,Retired,Urban,2753,no,no,yes,yes,no,no,no
234,74,blue-collar,married,secondary,no,Retired,Urban,1088,no,no,no,yes,yes,yes,no
235,52,technician,married,secondary,no,Budget-Conscious,Rural,4242,yes,yes,yes,yes,no,no,no
236,47,services,married,tertiary,no,Middle-Market,Rural,1588,yes,yes,yes,yes,no,no,yes
237,44,technician,divorced,tertiary,no,Budget-Conscious,Urban,3234,yes,no,no,no,yes,yes,no
238,46,admin,married,primary,no,High-Value,Urban,3575,yes,no,yes,yes,no,yes,yes
239,60,services,married,primary,no,Middle-Market,Suburban,2798,yes,no,yes,yes,no,yes,no
240,40,technician,single,secondary,no,Middle-Market,Rural,4100,yes,yes,yes,yes,no,no,yes
241,29,unemployed,single,primary,no,Budget-Conscious,Urban,535,yes,yes,no,yes,yes,yes,no
242,23,student,single,tertiary,no,Young Professionals,Urban,44,yes,no,yes,yes,no,no,no
243,30,unemployed,married,tertiary,no,Budget-Conscious,Urban,318,yes,yes,no,yes,no,yes,no
244,31,blue-collar,married,secondary,yes,Middle-Market,Suburban,3226,yes,yes,yes,yes,no,yes,yes
245,36,admin,married,tertiary,yes,High-Value,Urban,3220,yes,no,no,no,yes,yes,no
246,34,unemployed,married,secondary,no,High-Value,Suburban,924,yes,yes,no,yes,no,no,yes
247,38,blue-collar,single,tertiary,no,Budget-Conscious,Urban,1065,yes,yes,no,yes,no,yes,no
248,23,student,single,tertiary,no,Young Professionals,Rural,103,no,yes,no,yes,no,no,no
249,18,student,single,tertiary,no,Budget-Conscious,Urban,256,yes,yes,no,yes,yes,no,no
250,29,management,single,primary,no,Budget-Conscious,Suburban,6123,yes,yes,no,yes,no,yes,no
251,56,technician,divorced,secondary,no,Budget-Conscious,Urban,4073,no,no,yes,yes,yes,yes,no
252,47,blue-collar,married,primary,no,Budget-Conscious,Urban,2683,yes,yes,no,yes,no,yes,no
253,58,management,married,primary,no,Middle-Market,Rural,6350,yes,no,yes,yes,no,yes,no
254,51,entrepreneur,single,secondary,no,Budget-Conscious,Urban,5226,no,yes,no,yes,no,yes,no
255,42,technician,married,secondary,no,Middle-Market,Suburban,2606,yes,no,yes,yes,no,yes,no
256,76,retired,married,secondary,no,Retired,Urban,2647,yes,yes,yes,yes,no,no,yes
257,25,unemployed,single,tertiary,no,Budget-Conscious,Rural,88,yes,yes,no,no,no,no,no
258,48,services,married,secondary,no,Middle-Market,Urban,3331,yes,no,no,yes,yes,no,yes
259,79,retired,married,secondary,no,Retired,Urban,2471,no,no,no,yes,no,no,no
260,43,admin,married,secondary,no,High-Value,Suburban,4685,yes,yes,yes,yes,yes,yes,no
261,48,services,married,primary,no,Budget-Conscious,Suburban,2362,yes,yes,yes,yes,no,yes,no
262,21,student,single,tertiary,no,Young Professionals,Urban,1042,no,no,no,yes,yes,no,no
263,33,admin,married,secondary,no,Middle-Market,Suburban,4051,yes,no,yes,yes,no,no,no
264,60,blue-collar,married,secondary,no,Budget-Conscious,Urban,2751,yes,yes,yes,yes,yes,yes,no
265,62,management,divorced,secondary,no,Budget-Conscious,Suburban,8810,yes,yes,yes,yes,no,no,no
266,57,services,single,secondary,no,Budget-Conscious,Urban,3125,no,no,no,yes,no,yes,no
267,64,services,married,secondary,no,Budget-Conscious,Urban,2668,yes,no,no,no,yes,yes,no
268,62,services,married,tertiary,no,Retired,Suburban,2844,yes,yes,yes,yes,no,yes,yes
269,49,blue-collar,married,tertiary,no,Budget-Conscious,Suburban,2806,no,yes,no,yes,yes,yes,no
270,43,technician,divorced,secondary,no,Middle-Market,Rural,2577,yes,yes,yes,yes,yes,yes,no
271,73,management,married,primary,no,Budget-Conscious,Urban,7019,no,no,yes,yes,no,yes,yes
272,56,management,married,secondary,no,Budget-Conscious,Suburban,9729,yes,no,no,yes,no,yes,yes
273,46,management,married,tertiary,no,High-Value,Urban,8305,yes,no,yes,yes,yes,yes,yes
274,25,unemployed,single,primary,no,Young Professionals,Urban,972,yes,yes,no,yes,no,yes,yes
275,53,blue-collar,married,primary,no,Budget-Conscious,Urban,3259,yes,no,yes,yes,no,yes,no
276,52,blue-collar,married,primary,no,Middle-Market,Urban,2006,yes,no,yes,yes,no,yes,no
277,53,self-employed,married,tertiary,no,Budget-Conscious,Urban,3089,no,no,no,yes,yes,yes,no
278,45,services,married,primary,no,Middle-Market,Urban,1412,yes,yes,yes,yes,yes,no,no
279,47,services,single,secondary,yes,Budget-Conscious,Suburban,1390,yes,no,yes,yes,no,yes,no
280,50,self-employed,married,secondary,no,Middle-Market,Rural,4249,yes,yes,yes,yes,no,yes,no
281,54,management,single,tertiary,no,Middle-Market,Suburban,8139,yes,yes,yes,yes,yes,yes,yes
282,37,entrepreneur,married,secondary,no,Middle-Market,Urban,4419,yes,no,no,yes,no,yes,yes
283,57,blue-collar,married,secondary,no,Middle-Market,Suburban,1518,yes,yes,no,yes,no,yes,no
284,55,admin,married,primary,no,Middle-Market,Urban,4325,yes,yes,yes,yes,no,yes,no
285,80,retired,married,primary,no,Retired,Suburban,2014,yes,yes,no,yes,no,yes,no
