customer_id,days_since_last_transaction,account_lifetime_days,current_balance,peak_month,peak_month_spending,peak_month_frequency,total_transactions_3m,total_transactions_6m,total_transactions_12m,total_transaction_amount_3m,total_transaction_amount_6m,total_transaction_amount_12m,average_transaction_amount_3m,average_transaction_amount_6m,average_transaction_amount_12m,transaction_frequency_3m,transaction_frequency_6m,transaction_frequency_12m,high_value_transaction_rate_3m,high_value_transaction_rate_6m,high_value_transaction_rate_12m,online_transaction_ratio_3m,online_transaction_ratio_6m,online_transaction_ratio_12m
53,6,1800,1997.5450524229138,11,1618.4160578938868,29.389325780682952,42,91,227,1549.5357495691062,3357.32745739973,8374.871789337789,36.89370832307396,36.89370832307396,36.89370832307396,14.0,15.166666666666666,18.916666666666668,0.047619047619047616,0.054945054945054944,0.04405286343612335,0.6525781522646678,0.5839219974883814,0.5778422358434976
54,28,1215,10256.185018099382,11,34483.31675943279,49.47359221308753,109,202,481,33145.28526282171,61425.20755128427,146264.97441667196,304.0851858974469,304.0851858974469,304.0851858974469,36.333333333333336,33.666666666666664,40.083333333333336,0.12844036697247707,0.1188118811881188,0.11434511434511435,0.7087346879573188,0.6486313366847487,0.6909483573944837
55,27,1692,6489.872735572301,12,1796.8867973221818,16.83554370112266,30,59,121,2523.195112916055,4962.283722068241,10176.886955428088,84.1065037638685,84.1065037638685,84.1065037638685,10.0,9.833333333333334,10.083333333333334,0.1,0.13559322033898305,0.11570247933884298,0.36304026738747064,0.44866671246201645,0.41080991790306887
56,90,1461,397.1534955563996,2,649.908356626606,27.650767908353387,42,110,239,711.7056090481626,1863.9908808404257,4049.943822916925,16.94537164400387,16.94537164400387,16.94537164400387,14.0,18.333333333333332,19.916666666666668,0.047619047619047616,0.09090909090909091,0.04602510460251046,0.6006946543059972,0.681143309339959,0.627601893355851
57,49,776,6750.08021790121,4,12875.904019244317,44.22082259408623,130,163,425,22286.559595888142,27943.91703176744,72859.90637117278,171.43507381452417,171.43507381452417,171.43507381452417,43.333333333333336,27.166666666666668,35.416666666666664,0.19230769230769232,0.147239263803681,0.1411764705882353,0.690871283040569,0.6087141488077183,0.7275063304433493
58,8,5,4773.584395703114,4,9688.561506910004,43.59453712460301,105,195,463,13788.819024135095,25607.806759108033,60802.12579213856,131.32208594414377,131.32208594414377,131.32208594414377,35.0,32.5,38.583333333333336,0.08571428571428572,0.035897435897435895,0.07991360691144708,0.6657660860510648,0.6263817390359627,0.5894736743758843
59,34,1441,4965.0720786313,2,21238.86074896136,46.53282043381329,92,253,470,18343.040845210722,50443.362324329486,93709.01301357652,199.38087875229047,199.38087875229047,199.38087875229047,30.666666666666668,42.166666666666664,39.166666666666664,0.11956521739130435,0.09881422924901186,0.09574468085106383,0.6629085248823411,0.6294729285338978,0.6145630393833272
60,4,1816,7771.028739760243,4,20690.18504776552,50.76289552342245,149,171,512,31625.52610996478,36295.06687787904,108672.94878055011,212.25185308701194,212.25185308701194,212.25185308701194,49.666666666666664,28.5,42.666666666666664,0.14093959731543623,0.1286549707602339,0.08203125,0.7168186721791286,0.746173897606253,0.7100408994562541
61,15,1239,3445.389991673964,11,7087.050356764411,44.83966011688939,121,236,425,9348.497301883763,18233.43275408734,32835.63101901321,77.2603082800311,77.2603082800311,77.2603082800311,40.333333333333336,39.333333333333336,35.416666666666664,0.049586776859504134,0.05508474576271186,0.0611764705882353,0.5820648657038872,0.6492256087187352,0.777840357445982
62,7,332,5953.853095805482,1,18334.664881949153,50.478501348241664,106,229,459,18178.415012684476,39272.23620664854,78715.96689454881,171.49448125174032,171.49448125174032,171.49448125174032,35.333333333333336,38.166666666666664,38.25,0.12264150943396226,0.10043668122270742,0.11328976034858387,0.6669313015290477,0.7315995485198837,0.7029173749377455
63,8,548,12460.336121202787,9,47101.86129063868,59.79276213908279,84,289,502,41793.26927495591,143788.74786264592,249764.53780985554,497.53891993995126,497.53891993995126,497.53891993995126,28.0,48.166666666666664,41.833333333333336,0.15476190476190477,0.14186851211072665,0.15338645418326693,0.7696166841056331,0.6152577254176271,0.7249260341176876
64,49,1431,1674.2071957821863,1,6460.69828141948,58.296020700580335,127,232,486,8910.239455667677,16276.972863896859,34097.45177523221,70.15936579265887,70.15936579265887,70.15936579265887,42.333333333333336,38.666666666666664,40.5,0.047244094488188976,0.05603448275862069,0.06172839506172839,0.7646205274866416,0.7626271725794911,0.7194038586916565
65,21,1488,9332.077160111183,3,14466.409672716629,47.36363717658778,140,160,467,21416.940577297617,24476.50351691156,71440.79463998562,152.97814698069726,152.97814698069726,152.97814698069726,46.666666666666664,26.666666666666668,38.916666666666664,0.07142857142857142,0.06875,0.07066381156316917,0.5873764355556258,0.589957307267297,0.5701980334224168
66,52,1738,2191.2569437634274,12,6319.499972175122,41.85439774979516,72,187,425,4961.571909667861,12886.304820942916,29287.0564112339,68.91072096760918,68.91072096760918,68.91072096760918,24.0,31.166666666666668,35.416666666666664,0.05555555555555555,0.058823529411764705,0.07529411764705882,0.6350699160939708,0.6409466445132332,0.645129470013436
67,12,1558,12915.140358137647,9,30571.88209149478,64.71660544082472,128,247,521,30457.41373234874,58773.29056164171,123971.19183245074,237.94854478397454,237.94854478397454,237.94854478397454,42.666666666666664,41.166666666666664,43.416666666666664,0.109375,0.12955465587044535,0.1036468330134357,0.7035093527903822,0.6668438298669052,0.6934867433450628
68,22,904,17036.776745431544,6,38525.785583733355,62.553641740433164,98,276,521,35256.62613441363,99294.17156222615,187435.73689826022,359.76149116748604,359.76149116748604,359.76149116748604,32.666666666666664,46.0,43.416666666666664,0.07142857142857142,0.06159420289855073,0.06333973128598848,0.7754228010851825,0.7289493273143997,0.7069427634271497
69,7,1811,8064.058545339381,7,21781.05420051826,49.81597660049646,120,206,542,22706.67175243242,38979.78650834232,102558.46741515309,189.2222646036035,189.2222646036035,189.2222646036035,40.0,34.333333333333336,45.166666666666664,0.075,0.07281553398058252,0.14575645756457564,0.7329900520621695,0.6713877982586086,0.7500565108109729
70,64,892,1296.8783049866436,6,4818.452151223178,37.36919742039397,66,148,340,4220.460222231123,9464.062316518277,21741.764781190635,63.94636700350187,63.94636700350187,63.94636700350187,22.0,24.666666666666668,28.333333333333332,0.07575757575757576,0.033783783783783786,0.06470588235294118,0.6338504745561557,0.7045915888704203,0.6514230818681265
71,15,1820,9915.216162543624,1,20844.800081631405,59.13228943328108,94,243,474,20369.84982661682,52658.22880710519,102716.05125336567,216.70053007039172,216.70053007039172,216.70053007039172,31.333333333333332,40.5,39.5,0.09574468085106383,0.06995884773662552,0.12236286919831224,0.81179714036343,0.7107282852266847,0.5732743028789085
72,17,526,6902.232740464838,2,13571.346285032176,53.94786901476913,133,239,483,20415.591118099732,36686.66373854012,74140.8309025727,153.50068509849422,153.50068509849422,153.50068509849422,44.333333333333336,39.833333333333336,40.25,0.07518796992481203,0.0794979079497908,0.07453416149068323,0.6646878262534983,0.5912394053039276,0.570985750419864
73,33,630,6558.319727724406,11,14494.96913737951,41.9892809037309,89,268,466,14998.06808414874,45162.721871369235,78529.2104181271,168.51761892301954,168.51761892301954,168.51761892301954,29.666666666666668,44.666666666666664,38.833333333333336,0.10112359550561797,0.08582089552238806,0.08369098712446352,0.6423739661756833,0.645834457040825,0.6276460261023046
74,22,1066,9169.935622374163,1,39768.926889344606,62.01601557938671,150,237,567,62886.92365596772,99361.339376429,237712.571419558,419.24615770645147,419.24615770645147,419.24615770645147,50.0,39.5,47.25,0.13333333333333333,0.16877637130801687,0.164021164021164,0.6677035724597061,0.6674470790736695,0.6802232013389666
75,51,281,5979.5764242903115,2,5657.965214917257,43.826819658357394,97,173,352,8638.957905327552,15407.62595486254,31349.620439951526,89.06142170440775,89.06142170440775,89.06142170440775,32.333333333333336,28.833333333333332,29.333333333333332,0.13402061855670103,0.06358381502890173,0.12215909090909091,0.6083652131221259,0.5732878113620903,0.5787565834359326
76,27,794,7526.226516444106,4,13493.68905949276,38.44188803964313,102,204,368,16500.734351118328,33001.468702236656,59532.061188348474,161.77190540312085,161.77190540312085,161.77190540312085,34.0,34.0,30.666666666666668,0.10784313725490197,0.0784313725490196,0.09239130434782608,0.6784011488270403,0.6404686713363473,0.6800819586541992
77,49,1703,6964.442115216163,5,16265.882807578273,57.90883822938548,105,180,484,14646.042395767025,25107.50124988633,67511.28113858325,139.48611805492405,139.48611805492405,139.48611805492405,35.0,30.0,40.333333333333336,0.05714285714285714,0.07777777777777778,0.08677685950413223,0.7213973114663976,0.7277833895110831,0.6511242404548462
78,43,1823,4412.239069468497,5,19120.797571160718,51.68318096236171,85,208,442,17469.1520179742,42748.042585160394,90839.59049346585,205.51943550557883,205.51943550557883,205.51943550557883,28.333333333333332,34.666666666666664,36.833333333333336,0.12941176470588237,0.13942307692307693,0.14027149321266968,0.6286200474283435,0.6011644756041409,0.6565133106846517
79,31,1815,3927.1840325920843,6,14049.197610301968,48.92003432860057,91,235,356,15008.629067112444,38758.54759089477,58715.076350461866,164.9299897484884,164.9299897484884,164.9299897484884,30.333333333333332,39.166666666666664,29.666666666666668,0.0989010989010989,0.10212765957446808,0.07865168539325842,0.648717921232362,0.7104353564404139,0.6376930297922876
80,35,850,5642.521501605853,4,25276.654175564414,49.089935213523056,63,182,466,15119.362613925852,43678.158662452464,111835.28536649917,239.98988276072782,239.98988276072782,239.98988276072782,21.0,30.333333333333332,38.833333333333336,0.07936507936507936,0.08791208791208792,0.1072961373390558,0.6650690489511193,0.6458210881902928,0.6297661938928809
81,13,1432,8258.67669715671,9,31260.96839217907,51.28048462774932,119,281,532,33072.4278333116,78095.39681647529,147853.20678421657,277.91956162446724,277.91956162446724,277.91956162446724,39.666666666666664,46.833333333333336,44.333333333333336,0.15126050420168066,0.1423487544483986,0.08646616541353383,0.7552856115464873,0.7963222612938418,0.6132755004477966
82,53,1031,3531.8499001279947,1,12435.741688449316,34.15980522412063,113,189,361,17338.254917243703,28999.382118221765,55390.35420464581,153.4358842233956,153.4358842233956,153.4358842233956,37.666666666666664,31.5,30.083333333333332,0.09734513274336283,0.08994708994708994,0.12465373961218837,0.7451151912708495,0.6654316776180085,0.5884739035971333
83,14,1621,13547.238949262271,2,53547.623603220025,53.09559370997124,136,246,507,61287.261239319894,110857.84018288745,228475.30476717048,450.6416267597051,450.6416267597051,450.6416267597051,45.333333333333336,41.0,42.25,0.125,0.17886178861788618,0.15384615384615385,0.6877347069158254,0.8099200561397718,0.6773847606599
84,12,1497,5750.878174302955,5,22731.460587018784,54.337924415753236,152,244,539,37002.239039886634,59398.331090344334,131211.88712170327,243.4357831571489,243.4357831571489,243.4357831571489,50.666666666666664,40.666666666666664,44.916666666666664,0.14473684210526316,0.0942622950819672,0.14285714285714285,0.7381556328133995,0.6683571239400155,0.7070633138846206
