customer_id,age,job,marital,education,credit_default,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management,cluster
58,34,technician,single,secondary,0,Urban,3007,2025-02-27 09:47:11.637096,1,0,0,1,0,1,0,2
59,51,admin,married,secondary,0,Urban,3302,2021-03-24 11:45:55.757395,1,1,0,1,0,1,1,2
60,39,entrepreneur,married,tertiary,0,Urban,4231,2020-03-14 11:15:40.024307,1,0,1,1,1,1,1,1
61,48,blue-collar,married,secondary,0,Suburban,1526,2021-10-11 22:51:56.711736,1,1,1,1,1,0,0,2
62,46,technician,married,tertiary,0,Urban,3613,2024-04-06 04:14:31.157570,1,0,1,1,0,1,1,2
63,52,management,married,tertiary,0,Urban,9693,2023-09-03 14:07:34.114859,1,1,1,1,0,0,1,1
64,25,blue-collar,single,secondary,0,Urban,1380,2021-04-02 16:38:23.541866,1,1,1,1,0,1,0,2
65,52,technician,married,tertiary,0,Suburban,3327,2021-02-05 00:53:16.464475,1,1,1,1,1,1,0,2
66,45,blue-collar,divorced,secondary,0,Urban,1377,2020-05-31 14:31:07.132674,1,0,1,1,0,1,0,2
67,25,admin,single,secondary,0,Urban,4762,2020-11-27 03:08:00.668495,1,0,1,1,0,1,0,2
68,42,management,single,tertiary,0,Urban,6436,2022-09-12 00:25:10.872764,1,1,0,1,1,0,0,1
69,21,admin,single,tertiary,0,Urban,3170,2020-03-18 17:30:11.493250,1,1,1,1,0,1,0,2
71,39,self-employed,married,secondary,0,Suburban,4535,2020-03-10 13:05:47.953613,0,0,1,1,0,0,0,1
72,37,technician,married,tertiary,0,Suburban,2834,2023-09-25 14:25:47.636775,1,0,0,1,1,1,0,2
73,40,admin,married,secondary,0,Urban,3541,2023-06-13 09:24:03.907303,1,1,1,1,1,1,0,2
74,48,management,married,primary,0,Urban,8720,2022-04-02 18:18:35.741918,1,1,1,1,0,1,0,2
75,49,services,married,tertiary,0,Urban,2239,2024-05-27 00:11:01.228464,1,0,0,1,0,0,1,2
76,49,services,married,secondary,0,Urban,2889,2022-12-30 23:31:32.710695,1,0,0,0,0,1,0,2
77,41,self-employed,married,secondary,0,Urban,3375,2020-07-04 21:26:57.642937,1,1,1,0,1,1,0,1
78,37,admin,married,primary,0,Urban,4179,2020-03-07 10:16:45.210400,1,1,1,0,0,1,1,2
79,58,blue-collar,married,primary,0,Urban,3555,2020-03-14 19:27:46.184024,0,0,1,1,0,1,1,2
80,47,admin,married,primary,0,Suburban,4831,2022-11-04 23:49:53.857829,1,1,1,1,0,1,0,2
81,56,management,married,primary,0,Urban,5181,2021-04-02 04:52:01.161969,1,0,1,1,1,1,1,1
82,42,services,divorced,secondary,0,Suburban,3092,2022-05-08 04:22:15.703402,0,0,0,1,0,0,0,2
83,50,entrepreneur,married,tertiary,0,Urban,8223,2020-09-25 11:43:40.685851,1,0,1,1,1,1,0,1
84,27,admin,married,secondary,0,Suburban,4819,2021-01-26 17:22:47.909505,1,0,1,1,0,1,1,2
85,40,entrepreneur,married,tertiary,0,Suburban,4174,2022-06-30 08:45:54.576124,1,1,1,1,0,0,0,1
86,74,entrepreneur,divorced,tertiary,0,Urban,5146,2020-04-30 22:47:16.814428,0,0,0,1,1,1,0,1
87,53,services,married,primary,0,Urban,1388,2020-03-18 00:52:12.960053,0,1,0,1,1,0,0,2
88,27,services,single,secondary,0,Urban,1677,2023-05-10 08:07:18.250792,1,1,0,1,0,1,0,2
89,53,management,divorced,secondary,1,Suburban,8845,2024-08-21 07:25:58.772568,1,1,0,1,1,1,0,1
90,34,blue-collar,single,secondary,0,Urban,1105,2021-06-14 07:04:37.191236,1,1,0,1,0,1,0,2
91,55,admin,married,secondary,0,Urban,3844,2020-03-25 05:57:24.392305,1,1,1,1,0,1,0,2
92,51,services,married,primary,0,Urban,2985,2021-04-02 06:51:47.845610,1,1,0,0,0,1,0,2
93,49,self-employed,divorced,secondary,0,Urban,5645,2021-09-11 17:13:03.786066,1,1,0,1,1,1,0,2
94,77,retired,married,tertiary,0,Suburban,1548,2020-05-28 04:57:55.672772,0,1,0,1,1,1,0,0
95,54,self-employed,married,tertiary,1,Urban,3280,2024-12-20 01:33:26.646550,0,1,1,1,1,1,0,1
96,32,blue-collar,married,secondary,0,Suburban,2235,2025-01-27 17:43:09.919715,1,1,1,1,1,1,0,2
97,35,blue-collar,married,primary,0,Suburban,2591,2021-11-13 08:44:46.178914,1,1,1,1,0,1,0,2
98,30,blue-collar,married,secondary,0,Urban,3364,2021-07-05 05:11:46.402376,1,1,1,1,0,1,0,2
100,51,admin,married,secondary,0,Suburban,4543,2022-05-26 06:09:52.718999,1,1,0,1,0,1,0,2
101,41,admin,married,primary,0,Suburban,3111,2022-03-20 03:26:17.486349,1,1,1,1,0,1,0,2
102,57,services,married,secondary,0,Rural,3481,2021-07-15 23:41:17.009970,0,0,1,1,0,0,0,2
103,47,entrepreneur,married,secondary,0,Suburban,3464,2023-02-03 21:30:19.195608,1,1,1,1,1,1,0,1
104,47,blue-collar,married,secondary,0,Suburban,2733,2023-01-19 11:20:30.561418,1,0,1,1,0,1,0,2
105,32,unemployed,married,secondary,0,Urban,74,2020-06-28 07:42:10.154840,0,1,1,1,1,0,0,0
106,34,technician,married,tertiary,0,Suburban,4152,2022-01-20 11:14:59.678327,1,0,1,1,0,1,0,2
107,36,blue-collar,married,primary,0,Suburban,1691,2020-06-26 09:21:01.190259,1,1,0,1,0,1,0,2
108,51,self-employed,married,secondary,0,Urban,4781,2022-01-20 12:36:29.892471,1,1,0,0,0,1,0,1
109,36,technician,married,tertiary,0,Rural,3112,2023-07-27 04:21:36.003557,1,0,1,1,1,1,0,2
110,67,admin,married,primary,0,Urban,4587,2020-08-07 16:02:49.887387,1,1,0,1,0,1,0,2
111,26,technician,married,tertiary,0,Rural,3074,2024-01-31 01:01:12.673163,1,0,0,1,0,0,1,2
112,46,technician,divorced,tertiary,0,Urban,3557,2024-10-31 23:14:32.208082,1,1,0,1,0,0,1,2
113,61,unemployed,divorced,primary,0,Suburban,648,2024-02-10 10:54:54.386077,0,1,0,0,0,1,0,0
114,34,management,married,tertiary,0,Urban,8647,2024-08-02 10:45:50.515386,1,1,0,1,1,0,1,1
116,35,management,married,tertiary,0,Rural,8480,2022-09-08 01:40:32.883094,1,0,1,0,1,1,0,1
117,52,management,single,tertiary,0,Suburban,5391,2020-05-13 07:00:15.437734,1,0,1,1,0,1,0,1
118,42,technician,married,secondary,0,Suburban,2854,2020-03-28 18:41:56.621282,1,0,1,1,0,0,0,2
119,24,management,married,secondary,0,Urban,6817,2021-11-23 23:20:03.107090,1,0,0,1,0,0,0,2
120,67,blue-collar,married,primary,0,Rural,3652,2020-07-19 14:18:59.793742,0,0,0,0,0,0,0,2
121,43,management,married,primary,0,Suburban,9601,2020-03-06 06:19:32.423781,1,0,1,1,1,1,0,1
122,66,management,single,primary,0,Suburban,5106,2020-05-05 10:15:12.209033,1,0,0,1,1,1,1,1
123,32,entrepreneur,married,tertiary,0,Urban,2325,2024-05-11 04:31:31.366295,1,1,0,1,1,1,1,1
124,38,admin,married,tertiary,0,Urban,4933,2023-12-10 13:02:04.023994,1,0,1,1,0,1,0,2
125,42,technician,married,tertiary,0,Urban,3529,2023-10-31 19:53:36.412324,1,1,1,1,0,1,0,2
126,29,blue-collar,married,tertiary,0,Suburban,3748,2020-05-23 04:56:24.864282,1,1,0,1,1,1,0,2
127,55,management,single,tertiary,0,Urban,5098,2022-12-18 09:35:35.011224,1,0,1,1,0,1,1,1
128,33,management,married,tertiary,0,Rural,6753,2024-01-14 22:16:06.080667,1,0,0,1,0,1,1,1
129,35,admin,married,primary,0,Suburban,3440,2020-03-29 22:17:29.079616,1,0,1,1,1,1,0,2
130,57,blue-collar,married,secondary,0,Suburban,2977,2020-08-28 01:26:31.857352,1,1,0,1,0,1,0,2
131,39,blue-collar,single,primary,1,Suburban,2910,2020-03-07 13:07:32.946140,1,0,0,1,0,1,0,2
132,31,technician,married,secondary,0,Suburban,3341,2020-04-29 18:50:33.663939,1,0,1,1,0,1,0,2
133,36,admin,married,secondary,0,Urban,4804,2022-10-24 07:58:07.790726,1,0,1,0,0,0,0,2
134,47,entrepreneur,single,secondary,0,Urban,2857,2020-11-21 15:49:39.947157,1,1,0,1,1,1,0,1
135,58,unemployed,married,secondary,0,Urban,507,2021-03-03 01:31:32.542819,0,1,1,0,1,1,0,0
136,48,entrepreneur,married,tertiary,0,Urban,7213,2022-05-13 09:39:44.290848,1,0,1,1,1,1,1,1
137,46,blue-collar,married,secondary,0,Urban,3623,2024-07-28 18:42:32.072889,1,1,1,1,0,1,0,2
138,50,services,married,secondary,0,Urban,1331,2021-09-14 15:22:55.354667,1,1,1,1,0,1,0,2
139,60,blue-collar,married,tertiary,0,Suburban,1357,2022-01-18 19:04:03.088339,1,1,1,1,0,0,0,2
140,23,student,single,tertiary,0,Urban,702,2020-03-10 15:05:50.594263,1,1,0,1,0,1,1,0
141,23,student,single,tertiary,1,Urban,942,2023-12-28 19:19:27.435655,0,1,1,1,0,0,0,0
142,60,technician,single,secondary,0,Urban,3699,2022-06-14 09:19:32.294002,1,0,0,1,0,0,1,2
144,56,entrepreneur,married,tertiary,0,Urban,8218,2023-01-12 08:42:31.182717,1,0,1,1,0,1,0,1
145,53,technician,married,tertiary,0,Urban,3313,2021-06-24 14:07:25.908177,0,1,1,1,1,0,0,2
146,34,admin,married,secondary,0,Urban,4789,2020-07-23 14:09:47.227175,1,1,1,1,0,1,1,2
147,33,services,married,primary,0,Urban,2419,2020-09-30 06:54:11.577292,1,1,1,1,0,1,0,2
148,52,blue-collar,married,primary,0,Urban,1564,2024-11-02 07:50:32.072026,1,0,0,1,0,1,1,2
149,45,admin,married,secondary,0,Urban,4430,2020-04-11 18:26:29.439956,1,1,1,1,0,1,0,2
150,61,technician,divorced,tertiary,0,Urban,2926,2023-12-15 06:49:44.462021,1,1,1,1,0,1,0,2
151,30,unemployed,married,primary,1,Urban,693,2021-01-10 21:02:10.134325,1,1,0,1,0,1,0,0
152,68,technician,divorced,tertiary,0,Suburban,2672,2021-03-11 18:34:56.108931,0,0,1,1,0,1,0,2
153,46,admin,married,secondary,0,Urban,3234,2024-03-04 00:12:58.039553,1,1,1,0,1,1,1,2
154,30,blue-collar,married,secondary,0,Urban,1615,2024-05-18 20:51:00.450935,1,1,0,1,0,1,1,2
155,24,student,single,secondary,1,Urban,717,2023-09-05 10:11:56.089123,1,1,0,1,0,0,1,0
156,28,technician,divorced,tertiary,0,Rural,3264,2022-10-19 21:28:59.121721,1,1,0,1,0,1,1,2
157,62,services,married,secondary,0,Suburban,3398,2024-02-13 07:53:09.727651,1,0,0,1,0,1,0,2
158,49,self-employed,single,secondary,0,Suburban,4938,2020-04-13 22:26:25.426786,1,0,1,1,0,1,0,1
159,64,technician,married,tertiary,0,Rural,4127,2020-05-28 19:56:38.719692,1,0,1,1,1,1,0,2
160,41,services,married,tertiary,0,Urban,2423,2020-08-19 21:22:24.880018,1,1,1,1,1,1,1,2
161,40,blue-collar,married,primary,0,Urban,1977,2022-08-29 06:39:18.629901,1,0,1,1,0,0,0,2
162,42,services,single,secondary,0,Suburban,2316,2022-06-12 03:09:55.754271,0,0,1,1,1,1,0,2
164,41,blue-collar,married,secondary,0,Urban,3102,2022-02-24 20:37:53.777100,1,1,0,1,0,1,0,2
165,40,admin,single,secondary,0,Suburban,3280,2023-10-19 05:21:27.883666,0,1,1,1,0,1,0,2
166,47,management,single,tertiary,0,Urban,6696,2021-03-18 12:48:47.500347,1,1,0,1,0,0,1,1
167,67,entrepreneur,married,tertiary,0,Urban,2068,2020-03-15 08:35:04.302903,1,1,1,1,0,1,0,1
168,48,technician,divorced,tertiary,0,Urban,3699,2020-03-06 13:16:29.430446,1,1,0,1,0,1,0,2
169,58,admin,single,tertiary,0,Suburban,4823,2021-11-24 13:16:16.048743,1,0,0,1,1,0,0,2
170,89,retired,married,secondary,0,Suburban,2966,2023-01-25 04:07:49.797719,1,0,0,1,1,1,0,0
171,41,services,married,secondary,0,Rural,1714,2020-03-07 11:35:47.424684,1,1,0,1,1,1,0,2
172,95,admin,married,secondary,0,Urban,3577,2020-08-03 11:04:54.298644,1,1,1,1,0,1,0,2
173,50,blue-collar,divorced,primary,0,Rural,3644,2024-02-08 15:02:35.292277,0,1,0,1,0,0,1,2
174,40,technician,single,tertiary,0,Urban,4259,2022-07-26 09:50:08.932891,1,1,0,1,0,0,0,2
175,48,services,married,secondary,0,Suburban,2591,2024-03-30 05:04:52.774405,0,1,0,1,1,1,0,2
176,67,technician,married,secondary,0,Urban,2897,2021-07-02 15:29:25.373801,1,1,0,1,0,0,0,2
177,41,services,married,secondary,0,Urban,2232,2023-01-26 00:29:22.045993,1,1,0,1,1,1,0,2
178,43,blue-collar,married,secondary,0,Rural,2237,2021-07-15 14:59:03.163028,1,1,0,1,1,1,0,2
180,26,admin,single,secondary,0,Urban,4168,2021-06-28 20:51:22.889296,1,0,0,1,0,1,0,2
181,37,entrepreneur,married,tertiary,0,Urban,6524,2025-01-06 14:57:46.876219,1,0,1,1,0,1,1,1
182,58,admin,married,tertiary,0,Urban,3786,2020-10-09 10:36:44.698911,1,1,1,1,0,1,0,2
183,32,unemployed,married,primary,0,Rural,623,2022-03-13 17:58:12.305719,0,1,1,1,0,1,0,0
184,22,management,divorced,secondary,0,Urban,6390,2023-05-18 08:14:02.875970,1,0,1,1,1,0,1,1
185,35,technician,married,secondary,0,Rural,4138,2020-10-19 06:28:04.124078,0,0,0,0,0,1,0,2
186,36,services,married,primary,0,Urban,3498,2020-08-26 19:43:48.309897,1,1,1,1,0,1,1,2
187,63,management,divorced,secondary,0,Urban,7699,2021-03-04 20:33:09.091328,1,0,0,1,0,1,1,1
188,75,retired,divorced,tertiary,0,Urban,1515,2020-10-27 00:15:49.958015,0,1,0,1,0,0,0,0
189,42,blue-collar,married,primary,0,Urban,3855,2022-06-17 02:59:24.356667,1,1,1,1,1,0,0,2
190,32,technician,married,primary,0,Suburban,2857,2020-03-16 01:20:34.509546,1,1,1,1,0,1,0,2
191,63,admin,married,secondary,0,Urban,4980,2021-06-21 18:39:44.076864,1,0,1,1,0,1,1,2
192,66,management,married,secondary,0,Urban,6272,2025-02-26 08:18:41.678630,1,0,1,1,0,1,0,1
193,32,unemployed,married,secondary,0,Urban,908,2024-02-13 21:23:01.768109,1,1,0,1,0,1,0,0
194,39,services,single,primary,0,Rural,1605,2021-10-11 09:46:10.771292,1,0,0,1,0,0,0,2
195,60,entrepreneur,married,secondary,0,Urban,7653,2024-06-12 23:38:01.135233,0,0,1,1,1,1,0,1
196,49,entrepreneur,single,tertiary,0,Urban,8774,2020-10-21 18:39:37.640626,1,0,0,1,1,1,0,1
197,50,services,married,tertiary,0,Urban,2399,2020-07-25 00:49:37.149759,1,1,0,1,0,0,0,2
198,49,management,married,secondary,0,Urban,5470,2025-02-08 17:18:57.373755,1,1,1,1,1,1,1,1
199,39,management,married,tertiary,0,Suburban,9493,2021-04-09 21:24:39.866995,1,0,1,0,0,1,1,1
200,44,self-employed,married,secondary,0,Urban,5624,2022-04-09 05:19:12.172687,1,1,1,1,1,1,0,1
201,65,services,married,secondary,0,Urban,3277,2021-07-19 04:24:21.633473,1,1,0,1,0,1,1,2
202,49,admin,married,secondary,0,Urban,4611,2021-01-02 18:36:52.578272,1,0,1,1,0,1,1,2
203,32,technician,divorced,tertiary,0,Suburban,3735,2024-02-27 21:11:40.766873,0,1,0,1,0,1,0,2
204,31,management,married,secondary,0,Urban,8645,2022-01-15 02:52:38.113061,1,0,1,0,1,1,1,1
205,61,services,divorced,primary,0,Urban,1695,2022-01-25 14:18:09.128416,1,1,0,0,0,0,0,2
206,34,admin,married,tertiary,0,Suburban,4970,2020-03-16 05:24:07.803767,1,1,1,1,1,1,0,2
207,51,admin,married,secondary,1,Urban,4817,2023-02-08 04:17:31.332821,1,0,1,1,0,0,0,2
209,58,admin,married,secondary,0,Suburban,3095,2020-08-07 12:34:08.090202,1,0,1,1,0,1,1,2
210,40,technician,married,tertiary,0,Urban,3306,2020-03-09 02:46:31.822350,1,0,1,1,0,1,0,2
211,34,blue-collar,married,primary,0,Urban,3377,2021-12-16 10:24:52.694719,1,0,1,0,0,0,0,2
212,48,services,married,secondary,0,Urban,2130,2022-01-15 21:52:02.396247,1,1,0,1,1,0,1,2
213,61,services,married,primary,0,Urban,2880,2020-12-08 07:06:20.888180,1,0,1,1,0,1,1,2
215,40,services,married,secondary,0,Rural,2754,2022-08-30 21:14:34.861940,0,0,0,1,0,1,0,2
216,39,technician,married,tertiary,0,Suburban,2833,2021-10-20 18:03:23.620785,1,0,1,1,1,1,0,2
217,39,entrepreneur,single,secondary,0,Urban,4011,2021-10-18 21:30:03.903054,1,0,0,1,1,1,1,1
218,21,services,married,tertiary,0,Suburban,2062,2023-06-02 18:48:09.026003,1,1,0,1,0,1,0,2
219,40,services,single,primary,0,Urban,2099,2020-04-12 03:11:45.180918,1,1,0,1,1,1,0,2
220,95,management,divorced,tertiary,0,Suburban,8831,2021-07-25 11:42:43.183641,1,1,0,1,1,1,1,1
221,40,services,married,tertiary,0,Urban,2870,2020-03-09 05:45:26.470864,1,0,0,1,0,0,1,2
222,69,retired,married,primary,0,Urban,2061,2020-10-27 02:15:58.326737,1,0,1,1,1,0,0,0
223,49,admin,single,tertiary,0,Rural,3339,2022-04-26 20:31:13.072410,1,1,0,0,0,1,1,2
224,53,blue-collar,married,primary,0,Urban,1665,2020-12-11 01:39:09.608883,0,1,0,1,0,1,1,2
225,63,technician,divorced,tertiary,0,Rural,2916,2020-04-30 03:49:53.521007,1,0,0,1,0,1,0,2
226,51,technician,married,tertiary,0,Urban,2910,2023-05-25 02:41:15.193885,1,1,1,1,0,1,1,2
229,42,management,married,secondary,0,Rural,6285,2021-03-29 19:29:34.173367,1,1,1,1,1,1,1,1
230,38,services,married,primary,0,Urban,1582,2020-03-07 11:00:07.385080,1,0,1,1,0,1,0,2
231,36,self-employed,married,tertiary,0,Suburban,3903,2021-01-30 19:27:37.730733,1,1,1,1,0,1,0,1
232,72,blue-collar,divorced,secondary,0,Urban,3473,2020-06-02 15:08:43.143085,0,0,0,1,1,1,0,2
233,84,retired,divorced,tertiary,0,Urban,2753,2021-03-22 07:11:20.259188,0,0,1,1,0,0,0,0
234,74,blue-collar,married,secondary,0,Urban,1088,2020-12-09 01:00:55.901877,0,0,0,1,1,1,0,2
235,52,technician,married,secondary,0,Rural,4242,2021-02-14 20:19:10.951594,1,1,1,1,0,0,0,2
236,47,services,married,tertiary,0,Rural,1588,2020-07-28 02:38:57.631347,1,1,1,1,0,0,1,2
237,44,technician,divorced,tertiary,0,Urban,3234,2021-04-12 00:54:48.209123,1,0,0,0,1,1,0,2
238,46,admin,married,primary,0,Urban,3575,2020-05-12 05:22:55.023077,1,0,1,1,0,1,1,2
239,60,services,married,primary,0,Suburban,2798,2022-03-15 09:13:46.005550,1,0,1,1,0,1,0,2
240,40,technician,single,secondary,0,Rural,4100,2022-02-23 06:23:55.410037,1,1,1,1,0,0,1,2
241,29,unemployed,single,primary,0,Urban,535,2021-06-13 21:05:00.192520,1,1,0,1,1,1,0,0
242,23,student,single,tertiary,0,Urban,44,2020-05-17 22:08:10.445522,1,0,1,1,0,0,0,0
243,30,unemployed,married,tertiary,0,Urban,318,2022-07-02 12:05:48.175443,1,1,0,1,0,1,0,0
244,31,blue-collar,married,secondary,1,Suburban,3226,2023-09-29 03:43:47.144217,1,1,1,1,0,1,1,2
245,36,admin,married,tertiary,1,Urban,3220,2024-09-09 23:03:54.611312,1,0,0,0,1,1,0,2
246,34,unemployed,married,secondary,0,Suburban,924,2020-10-08 21:44:15.460755,1,1,0,1,0,0,1,0
247,38,blue-collar,single,tertiary,0,Urban,1065,2020-11-22 01:52:38.522168,1,1,0,1,0,1,0,2
248,23,student,single,tertiary,0,Rural,103,2020-03-09 10:30:42.713675,0,1,0,1,0,0,0,0
250,29,management,single,primary,0,Suburban,6123,2024-04-13 21:32:07.039751,1,1,0,1,0,1,0,1
251,56,technician,divorced,secondary,0,Urban,4073,2023-02-16 11:45:56.883975,0,0,1,1,1,1,0,2
252,47,blue-collar,married,primary,0,Urban,2683,2022-09-21 22:05:41.261101,1,1,0,1,0,1,0,2
253,58,management,married,primary,0,Rural,6350,2021-07-16 09:06:16.323026,1,0,1,1,0,1,0,1
255,42,technician,married,secondary,0,Suburban,2606,2023-07-09 10:25:32.585662,1,0,1,1,0,1,0,2
256,76,retired,married,secondary,0,Urban,2647,2024-02-14 22:04:27.633148,1,1,1,1,0,0,1,0
257,25,unemployed,single,tertiary,0,Rural,88,2021-01-15 07:40:13.963986,1,1,0,0,0,0,0,0
258,48,services,married,secondary,0,Urban,3331,2020-03-07 08:04:28.021947,1,0,0,1,1,0,1,2
259,79,retired,married,secondary,0,Urban,2471,2020-06-22 02:34:12.735048,0,0,0,1,0,0,0,0
260,43,admin,married,secondary,0,Suburban,4685,2020-09-18 10:16:13.981049,1,1,1,1,1,1,0,2
261,48,services,married,primary,0,Suburban,2362,2021-02-04 20:58:22.017299,1,1,1,1,0,1,0,2
262,21,student,single,tertiary,0,Urban,1042,2023-05-28 02:23:34.825540,0,0,0,1,1,0,0,0
263,33,admin,married,secondary,0,Suburban,4051,2024-09-26 17:55:29.508102,1,0,1,1,0,0,0,2
264,60,blue-collar,married,secondary,0,Urban,2751,2021-06-18 07:15:32.787913,1,1,1,1,1,1,0,2
265,62,management,divorced,secondary,0,Suburban,8810,2023-07-29 16:33:54.592989,1,1,1,1,0,0,0,1
266,57,services,single,secondary,0,Urban,3125,2020-03-14 15:25:55.797365,0,0,0,1,0,1,0,2
267,64,services,married,secondary,0,Urban,2668,2022-02-03 03:04:21.241113,1,0,0,0,1,1,0,2
268,62,services,married,tertiary,0,Suburban,2844,2020-04-23 01:31:03.643864,1,1,1,1,0,1,1,2
