churn_id,customer_id,churn_status,churn_date
490,490,No,
491,491,No,
492,492,No,
493,493,No,
494,494,No,
495,495,Yes,2025-02-02
496,496,No,
497,497,No,
498,498,No,
499,499,No,
500,500,No,
501,501,No,
502,502,No,
503,503,No,
504,504,No,
505,505,No,
506,506,No,
507,507,No,
508,508,No,
509,509,No,
510,510,No,
511,511,No,
512,512,No,
513,513,No,
514,514,No,
515,515,No,
516,516,Yes,2025-02-12
517,517,No,
518,518,No,
519,519,No,
520,520,No,
521,521,Yes,2024-09-25
522,522,No,
523,523,No,
524,524,No,
525,525,No,
526,526,No,
527,527,No,
528,528,No,
529,529,No,
530,530,No,
531,531,No,
532,532,No,
533,533,No,
534,534,No,
535,535,No,
536,536,No,
537,537,No,
538,538,No,
539,539,No,
540,540,No,
541,541,No,
542,542,No,
543,543,No,
544,544,No,
545,545,No,
546,546,No,
547,547,No,
548,548,No,
549,549,No,
550,550,No,
551,551,No,
552,552,No,
553,553,No,
554,554,Yes,2025-01-15
555,555,No,
556,556,No,
557,557,No,
558,558,No,
559,559,No,
560,560,No,
561,561,No,
562,562,No,
563,563,No,
564,564,No,
565,565,No,
566,566,No,
567,567,No,
568,568,No,
569,569,No,
570,570,No,
571,571,No,
572,572,No,
573,573,No,
574,574,No,
575,575,No,
576,576,No,
577,577,No,
578,578,No,
579,579,No,
580,580,No,
581,581,No,
582,582,No,
583,583,No,
584,584,No,
585,585,No,
586,586,No,
587,587,No,
588,588,No,
589,589,No,
590,590,No,
591,591,No,
592,592,No,
593,593,No,
594,594,Yes,2024-09-27
595,595,No,
596,596,No,
597,597,No,
598,598,No,
599,599,No,
600,600,No,
601,601,No,
602,602,No,
603,603,No,
604,604,No,
605,605,No,
606,606,No,
607,607,No,
608,608,No,
609,609,Yes,2025-02-08
610,610,No,
611,611,Yes,2025-02-09
612,612,No,
613,613,No,
614,614,No,
615,615,No,
616,616,No,
617,617,No,
618,618,No,
619,619,No,
620,620,No,
621,621,No,
622,622,No,
623,623,No,
624,624,No,
625,625,No,
626,626,No,
627,627,No,
628,628,No,
629,629,No,
630,630,No,
631,631,No,
632,632,No,
633,633,No,
634,634,No,
635,635,No,
636,636,No,
637,637,No,
638,638,No,
639,639,No,
640,640,No,
641,641,No,
642,642,No,
643,643,No,
644,644,No,
645,645,No,
646,646,No,
647,647,Yes,2024-11-14
648,648,No,
649,649,No,
650,650,No,
651,651,No,
652,652,No,
653,653,No,
654,654,No,
655,655,No,
656,656,No,
657,657,No,
658,658,No,
659,659,No,
660,660,No,
661,661,No,
662,662,No,
663,663,No,
664,664,No,
665,665,No,
666,666,No,
667,667,No,
668,668,Yes,2024-12-12
669,669,No,
670,670,No,
671,671,No,
672,672,No,
673,673,No,
674,674,No,
675,675,No,
676,676,No,
677,677,No,
678,678,No,
679,679,No,
680,680,No,
681,681,No,
682,682,No,
683,683,No,
684,684,No,
685,685,No,
686,686,No,
687,687,No,
688,688,No,
689,689,No,
690,690,No,
691,691,No,
692,692,No,
693,693,No,
694,694,No,
695,695,No,
696,696,No,
697,697,No,
698,698,No,
699,699,No,
700,700,No,
701,701,No,
702,702,No,
703,703,No,
704,704,No,
705,705,No,
706,706,No,
707,707,No,
708,708,No,
709,709,No,
710,710,No,
711,711,No,
712,712,No,
713,713,No,
714,714,No,
715,715,No,
716,716,Yes,2025-01-29
717,717,No,
718,718,No,
719,719,No,
720,720,No,
721,721,No,
722,722,No,
723,723,No,
724,724,No,
725,725,No,
726,726,No,
727,727,No,
728,728,Yes,2025-01-25
729,729,No,
730,730,No,
731,731,No,
732,732,No,
733,733,No,
734,734,No,
735,735,No,
736,736,No,
737,737,Yes,2025-02-11
738,738,No,
739,739,No,
740,740,No,
741,741,No,
742,742,No,
743,743,No,
744,744,No,
745,745,No,
746,746,No,
747,747,No,
748,748,No,
749,749,No,
750,750,Yes,2025-02-12
751,751,No,
752,752,No,
753,753,No,
754,754,No,
755,755,Yes,2024-10-24
756,756,No,
757,757,No,
758,758,No,
759,759,No,
760,760,No,
761,761,No,
762,762,No,
763,763,No,
764,764,No,
765,765,No,
766,766,No,
767,767,No,
768,768,No,
769,769,No,
770,770,No,
771,771,No,
772,772,No,
773,773,No,
774,774,No,
775,775,No,
776,776,No,
777,777,No,
778,778,No,
779,779,No,
780,780,No,
781,781,No,
782,782,No,
783,783,No,
784,784,No,
785,785,No,
786,786,No,
787,787,No,
788,788,No,
789,789,No,
790,790,No,
791,791,No,
792,792,No,
793,793,No,
794,794,No,
795,795,No,
796,796,No,
797,797,No,
798,798,No,
799,799,No,
800,800,No,
801,801,No,
802,802,No,
803,803,No,
804,804,No,
805,805,No,
806,806,No,
807,807,No,
808,808,No,
809,809,No,
810,810,No,
811,811,No,
812,812,No,
813,813,No,
814,814,No,
815,815,No,
816,816,No,
817,817,No,
818,818,No,
819,819,No,
820,820,No,
821,821,No,
822,822,Yes,2024-11-04
823,823,No,
824,824,No,
825,825,No,
826,826,No,
827,827,No,
828,828,No,
829,829,No,
830,830,Yes,2024-12-25
831,831,No,
832,832,No,
833,833,No,
834,834,No,
835,835,No,
836,836,No,
837,837,No,
838,838,No,
839,839,No,
840,840,No,
841,841,No,
842,842,No,
843,843,No,
844,844,No,
845,845,No,
846,846,Yes,2024-09-16
847,847,No,
848,848,No,
849,849,Yes,2025-02-12
850,850,Yes,2024-11-19
851,851,No,
852,852,No,
853,853,No,
854,854,No,
855,855,No,
856,856,No,
857,857,No,
858,858,No,
859,859,No,
860,860,No,
861,861,No,
862,862,No,
863,863,No,
864,864,No,
865,865,No,
866,866,No,
867,867,No,
868,868,No,
869,869,No,
870,870,No,
871,871,No,
872,872,No,
873,873,No,
874,874,No,
875,875,No,
876,876,No,
877,877,No,
878,878,No,
879,879,No,
880,880,No,
881,881,No,
882,882,No,
883,883,No,
884,884,No,
885,885,No,
886,886,No,
887,887,No,
888,888,No,
889,889,No,
890,890,No,
891,891,No,
892,892,No,
893,893,No,
894,894,No,
895,895,No,
896,896,No,
897,897,No,
898,898,No,
899,899,No,
900,900,Yes,2024-09-29
901,901,No,
902,902,No,
903,903,No,
904,904,No,
905,905,No,
906,906,No,
907,907,No,
908,908,No,
909,909,No,
910,910,No,
911,911,Yes,2024-11-14
912,912,No,
913,913,Yes,2024-10-27
914,914,No,
915,915,No,
916,916,No,
917,917,No,
918,918,No,
919,919,No,
920,920,No,
921,921,No,
922,922,No,
923,923,No,
924,924,No,
925,925,No,
926,926,No,
927,927,No,
928,928,No,
929,929,No,
930,930,No,
931,931,Yes,2024-11-29
932,932,No,
933,933,No,
934,934,No,
935,935,No,
936,936,No,
937,937,No,
938,938,No,
939,939,No,
940,940,No,
941,941,No,
942,942,Yes,2025-02-01
943,943,Yes,2024-12-24
944,944,No,
945,945,No,
946,946,No,
947,947,No,
948,948,No,
949,949,No,
950,950,No,
951,951,No,
952,952,Yes,2025-02-01
953,953,No,
954,954,Yes,2025-01-10
955,955,No,
956,956,No,
957,957,No,
958,958,No,
959,959,No,
960,960,No,
961,961,No,
962,962,No,
963,963,No,
964,964,No,
965,965,No,
966,966,No,
967,967,No,
968,968,No,
969,969,No,
970,970,No,
971,971,No,
972,972,No,
973,973,No,
974,974,No,
975,975,No,
976,976,No,
977,977,No,
978,978,No,
979,979,No,
980,980,No,
981,981,No,
982,982,No,
983,983,Yes,2025-02-11
984,984,No,
985,985,No,
986,986,No,
987,987,No,
988,988,No,
989,989,No,
990,990,No,
991,991,No,
992,992,No,
993,993,No,
994,994,No,
995,995,No,
996,996,No,
997,997,No,
998,998,No,
999,999,No,
1000,1000,No,
1001,1001,No,
1002,1002,No,
1003,1003,No,
1004,1004,No,
1005,1005,No,
1006,1006,No,
1007,1007,No,
1008,1008,No,
1009,1009,No,
1010,1010,No,
1011,1011,No,
1012,1012,No,
1013,1013,No,
1014,1014,No,
1015,1015,No,
1016,1016,No,
1017,1017,No,
1018,1018,No,
1019,1019,No,
1020,1020,No,
1021,1021,No,
1022,1022,No,
1023,1023,No,
1024,1024,No,
1025,1025,No,
1026,1026,No,
1027,1027,No,
1028,1028,No,
1029,1029,No,
1030,1030,No,
1031,1031,No,
1032,1032,No,
1033,1033,No,
1034,1034,No,
1035,1035,No,
1036,1036,No,
1037,1037,No,
1038,1038,No,
1039,1039,No,
1040,1040,No,
1041,1041,No,
1042,1042,No,
1043,1043,No,
1044,1044,No,
1045,1045,No,
1046,1046,No,
1047,1047,No,
1048,1048,No,
1049,1049,No,
1050,1050,No,
1051,1051,No,
1052,1052,No,
1053,1053,No,
1054,1054,No,
1055,1055,No,
1056,1056,No,
1057,1057,No,
1058,1058,No,
1059,1059,No,
1060,1060,No,
1061,1061,No,
1062,1062,No,
1063,1063,No,
1064,1064,No,
1065,1065,No,
1066,1066,No,
1067,1067,No,
1068,1068,No,
1069,1069,No,
1070,1070,No,
1071,1071,No,
1072,1072,No,
1073,1073,No,
1074,1074,No,
1075,1075,Yes,2024-12-06
1076,1076,No,
1077,1077,No,
1078,1078,No,
1079,1079,No,
1080,1080,No,
1081,1081,No,
1082,1082,No,
1083,1083,No,
1084,1084,No,
1085,1085,No,
1086,1086,No,
1087,1087,No,
1088,1088,No,
1089,1089,No,
1090,1090,No,
1091,1091,No,
1092,1092,No,
1093,1093,No,
1094,1094,No,
1095,1095,Yes,2024-10-13
1096,1096,No,
1097,1097,No,
1098,1098,No,
1099,1099,No,
1100,1100,No,
1101,1101,No,
1102,1102,No,
1103,1103,No,
1104,1104,No,
1105,1105,No,
1106,1106,No,
1107,1107,No,
1108,1108,No,
1109,1109,No,
1110,1110,No,
1111,1111,No,
1112,1112,No,
1113,1113,No,
1114,1114,No,
1115,1115,No,
1116,1116,No,
1117,1117,No,
1118,1118,No,
1119,1119,No,
1120,1120,No,
1121,1121,No,
1122,1122,No,
1123,1123,No,
1124,1124,No,
1125,1125,Yes,2024-10-23
1126,1126,No,
1127,1127,No,
1128,1128,No,
1129,1129,No,
1130,1130,No,
1131,1131,No,
1132,1132,No,
1133,1133,No,
1134,1134,No,
1135,1135,No,
1136,1136,No,
1137,1137,No,
1138,1138,No,
1139,1139,No,
1140,1140,No,
1141,1141,No,
1142,1142,No,
1143,1143,No,
1144,1144,No,
1145,1145,No,
1146,1146,No,
1147,1147,No,
1148,1148,No,
1149,1149,No,
1150,1150,No,
1151,1151,No,
1152,1152,No,
1153,1153,No,
1154,1154,No,
1155,1155,No,
1156,1156,No,
1157,1157,No,
1158,1158,No,
1159,1159,No,
1160,1160,No,
1161,1161,No,
1162,1162,No,
1163,1163,No,
1164,1164,No,
1165,1165,Yes,2025-02-10
1166,1166,No,
1167,1167,No,
1168,1168,No,
1169,1169,No,
1170,1170,No,
1171,1171,No,
1172,1172,No,
1173,1173,No,
1174,1174,No,
1175,1175,No,
1176,1176,No,
1177,1177,No,
1178,1178,No,
1179,1179,No,
1180,1180,No,
1181,1181,No,
1182,1182,No,
1183,1183,No,
1184,1184,No,
1185,1185,No,
1186,1186,Yes,2025-02-02
1187,1187,No,
1188,1188,No,
1189,1189,No,
1190,1190,No,
1191,1191,No,
1192,1192,No,
1193,1193,No,
1194,1194,No,
1195,1195,No,
1196,1196,No,
1197,1197,No,
1198,1198,Yes,2025-02-03
1199,1199,No,
1200,1200,No,
1201,1201,No,
1202,1202,No,
1203,1203,Yes,2025-02-13
1204,1204,No,
1205,1205,No,
1206,1206,No,
1207,1207,No,
1208,1208,No,
1209,1209,No,
1210,1210,No,
1211,1211,No,
1212,1212,No,
1213,1213,No,
1214,1214,No,
1215,1215,No,
1216,1216,No,
1217,1217,No,
1218,1218,No,
1219,1219,No,
1220,1220,No,
1221,1221,No,
1222,1222,No,
1223,1223,No,
1224,1224,No,
1225,1225,No,
1226,1226,No,
1227,1227,No,
1228,1228,No,
1229,1229,No,
1230,1230,No,
1231,1231,No,
1232,1232,No,
1233,1233,No,
1234,1234,No,
1235,1235,No,
1236,1236,No,
1237,1237,No,
1238,1238,Yes,2024-09-11
1239,1239,No,
1240,1240,Yes,2024-12-20
1241,1241,No,
1242,1242,No,
1243,1243,No,
1244,1244,No,
1245,1245,No,
1246,1246,No,
1247,1247,No,
1248,1248,No,
1249,1249,No,
1250,1250,No,
1251,1251,No,
1252,1252,No,
1253,1253,No,
1254,1254,No,
1255,1255,No,
1256,1256,No,
1257,1257,No,
1258,1258,No,
1259,1259,No,
1260,1260,No,
1261,1261,No,
1262,1262,No,
1263,1263,No,
1264,1264,No,
1265,1265,No,
1266,1266,No,
1267,1267,No,
1268,1268,No,
1269,1269,No,
1270,1270,No,
1271,1271,Yes,2024-12-19
1272,1272,No,
1273,1273,No,
1274,1274,No,
1275,1275,No,
1276,1276,No,
1277,1277,No,
1278,1278,No,
1279,1279,No,
1280,1280,No,
1281,1281,No,
1282,1282,No,
1283,1283,No,
1284,1284,No,
1285,1285,No,
1286,1286,No,
1287,1287,No,
1288,1288,No,
1289,1289,No,
1290,1290,No,
1291,1291,No,
1292,1292,No,
1293,1293,No,
1294,1294,No,
1295,1295,No,
1296,1296,No,
1297,1297,Yes,2025-02-11
1298,1298,No,
1299,1299,No,
1300,1300,No,
1301,1301,No,
1302,1302,No,
1303,1303,No,
1304,1304,No,
1305,1305,No,
1306,1306,No,
1307,1307,Yes,2025-01-26
1308,1308,No,
1309,1309,No,
1310,1310,No,
1311,1311,No,
1312,1312,No,
1313,1313,No,
1314,1314,No,
1315,1315,No,
1316,1316,No,
1317,1317,No,
1318,1318,No,
1319,1319,No,
1320,1320,No,
1321,1321,No,
1322,1322,No,
1323,1323,No,
1324,1324,No,
1325,1325,No,
1326,1326,No,
1327,1327,No,
1328,1328,No,
1329,1329,No,
1330,1330,No,
1331,1331,No,
1332,1332,No,
1333,1333,No,
1334,1334,No,
1335,1335,No,
1336,1336,No,
1337,1337,No,
1338,1338,No,
1339,1339,No,
1340,1340,No,
1341,1341,No,
1342,1342,No,
1343,1343,No,
1344,1344,No,
1345,1345,No,
1346,1346,No,
1347,1347,No,
1348,1348,No,
1349,1349,No,
1350,1350,No,
1351,1351,No,
1352,1352,No,
1353,1353,No,
1354,1354,No,
1355,1355,No,
1356,1356,No,
1357,1357,No,
1358,1358,No,
1359,1359,No,
1360,1360,No,
1361,1361,No,
1362,1362,No,
1363,1363,No,
1364,1364,Yes,2024-11-20
1365,1365,No,
1366,1366,No,
1367,1367,No,
1368,1368,No,
1369,1369,No,
1370,1370,No,
1371,1371,No,
1372,1372,No,
1373,1373,No,
1374,1374,No,
1375,1375,Yes,2024-11-19
1376,1376,No,
1377,1377,No,
1378,1378,No,
1379,1379,No,
1380,1380,No,
1381,1381,No,
1382,1382,No,
1383,1383,No,
1384,1384,No,
1385,1385,No,
1386,1386,No,
1387,1387,No,
1388,1388,No,
1389,1389,No,
1390,1390,No,
1391,1391,No,
1392,1392,No,
1393,1393,No,
1394,1394,No,
1395,1395,No,
1396,1396,No,
1397,1397,No,
1398,1398,No,
1399,1399,No,
1400,1400,Yes,2024-10-23
1401,1401,No,
1402,1402,No,
1403,1403,No,
1404,1404,No,
1405,1405,No,
1406,1406,No,
1407,1407,No,
1408,1408,No,
1409,1409,Yes,2025-02-11
1410,1410,No,
1411,1411,No,
1412,1412,No,
1413,1413,No,
1414,1414,No,
1415,1415,No,
1416,1416,No,
1417,1417,No,
1418,1418,No,
1419,1419,No,
1420,1420,Yes,2024-10-12
1421,1421,No,
1422,1422,No,
1423,1423,No,
1424,1424,No,
1425,1425,No,
1426,1426,No,
1427,1427,No,
1428,1428,No,
1429,1429,No,
1430,1430,No,
1431,1431,No,
1432,1432,No,
1433,1433,No,
1434,1434,No,
1435,1435,No,
1436,1436,No,
1437,1437,No,
1438,1438,No,
1439,1439,No,
1440,1440,No,
1441,1441,No,
1442,1442,No,
1443,1443,No,
1444,1444,No,
1445,1445,No,
1446,1446,No,
1447,1447,No,
1448,1448,Yes,2025-02-07
1449,1449,No,
1450,1450,No,
1451,1451,No,
1452,1452,No,
1453,1453,No,
1454,1454,No,
1455,1455,No,
1456,1456,No,
1457,1457,No,
1458,1458,No,
1459,1459,No,
1460,1460,No,
1461,1461,Yes,2025-02-12
1462,1462,No,
1463,1463,No,
1464,1464,No,
1465,1465,No,
1466,1466,No,
1467,1467,No,
1468,1468,No,
1469,1469,No,
1470,1470,No,
1471,1471,No,
1472,1472,No,
1473,1473,No,
1474,1474,No,
1475,1475,No,
1476,1476,No,
1477,1477,No,
1478,1478,No,
1479,1479,No,
1480,1480,No,
1481,1481,No,
1482,1482,No,
1483,1483,No,
1484,1484,No,
1485,1485,No,
1486,1486,No,
1487,1487,No,
1488,1488,No,
1489,1489,No,
1490,1490,No,
1491,1491,No,
1492,1492,No,
1493,1493,No,
1494,1494,No,
1495,1495,No,
1496,1496,No,
1497,1497,No,
1498,1498,Yes,2025-02-13
1499,1499,No,
1500,1500,Yes,2025-01-03
1501,1501,No,
1502,1502,No,
1503,1503,No,
1504,1504,No,
1505,1505,No,
1506,1506,No,
1507,1507,No,
1508,1508,No,
1509,1509,No,
1510,1510,No,
1511,1511,No,
1512,1512,No,
1513,1513,No,
1514,1514,No,
1515,1515,No,
1516,1516,Yes,2025-02-11
1517,1517,Yes,2025-02-09
1518,1518,No,
1519,1519,No,
1520,1520,No,
1521,1521,No,
1522,1522,Yes,2024-09-06
1523,1523,No,
1524,1524,No,
1525,1525,No,
1526,1526,No,
1527,1527,No,
1528,1528,No,
1529,1529,No,
1530,1530,No,
1531,1531,No,
1532,1532,No,
1533,1533,Yes,2024-12-13
1534,1534,No,
1535,1535,No,
1536,1536,Yes,2025-01-27
1537,1537,No,
1538,1538,No,
1539,1539,No,
1540,1540,No,
1541,1541,No,
1542,1542,No,
1543,1543,No,
1544,1544,No,
1545,1545,No,
1546,1546,No,
1547,1547,No,
1548,1548,No,
1549,1549,No,
1550,1550,No,
1551,1551,No,
1552,1552,No,
1553,1553,No,
1554,1554,No,
1555,1555,No,
1556,1556,No,
1557,1557,No,
1558,1558,No,
1559,1559,No,
1560,1560,No,
1561,1561,No,
1562,1562,Yes,2025-02-08
1563,1563,No,
1564,1564,No,
1565,1565,No,
1566,1566,No,
1567,1567,No,
1568,1568,No,
1569,1569,No,
1570,1570,No,
1571,1571,Yes,2024-11-27
1572,1572,No,
1573,1573,No,
1574,1574,No,
1575,1575,No,
1576,1576,No,
1577,1577,No,
1578,1578,No,
1579,1579,No,
1580,1580,No,
1581,1581,No,
1582,1582,No,
1583,1583,No,
1584,1584,No,
1585,1585,No,
1586,1586,No,
1587,1587,No,
1588,1588,No,
1589,1589,No,
1590,1590,No,
1591,1591,No,
1592,1592,No,
1593,1593,No,
1594,1594,No,
1595,1595,No,
1596,1596,No,
1597,1597,No,
1598,1598,No,
1599,1599,No,
1600,1600,No,
1601,1601,No,
1602,1602,No,
1603,1603,No,
1604,1604,No,
1605,1605,No,
1606,1606,No,
1607,1607,No,
1608,1608,No,
1609,1609,No,
1610,1610,No,
1611,1611,No,
1612,1612,No,
1613,1613,No,
1614,1614,No,
1615,1615,No,
1616,1616,No,
1617,1617,No,
1618,1618,No,
1619,1619,No,
1620,1620,No,
1621,1621,Yes,2025-02-07
1622,1622,No,
1623,1623,No,
1624,1624,No,
1625,1625,No,
1626,1626,No,
1627,1627,No,
1628,1628,No,
1629,1629,No,
1630,1630,No,
1631,1631,No,
1632,1632,No,
1633,1633,No,
1634,1634,No,
1635,1635,No,
1636,1636,No,
1637,1637,No,
1638,1638,No,
1639,1639,No,
1640,1640,No,
1641,1641,No,
1642,1642,No,
1643,1643,No,
1644,1644,No,
1645,1645,No,
1646,1646,No,
1647,1647,No,
1648,1648,No,
1649,1649,No,
1650,1650,No,
1651,1651,No,
1652,1652,No,
1653,1653,No,
1654,1654,No,
1655,1655,No,
1656,1656,No,
1657,1657,Yes,2025-01-14
1658,1658,No,
1659,1659,Yes,2025-02-09
1660,1660,No,
1661,1661,No,
1662,1662,No,
1663,1663,No,
1664,1664,No,
1665,1665,No,
1666,1666,No,
1667,1667,No,
1668,1668,No,
1669,1669,No,
1670,1670,No,
1671,1671,No,
1672,1672,No,
1673,1673,No,
1674,1674,No,
1675,1675,No,
1676,1676,No,
1677,1677,No,
1678,1678,No,
1679,1679,Yes,2024-12-04
1680,1680,No,
1681,1681,No,
1682,1682,No,
1683,1683,No,
1684,1684,No,
1685,1685,No,
1686,1686,No,
1687,1687,No,
1688,1688,No,
1689,1689,No,
1690,1690,No,
1691,1691,No,
1692,1692,No,
1693,1693,No,
1694,1694,No,
1695,1695,No,
1696,1696,No,
1697,1697,No,
1698,1698,No,
1699,1699,No,
1700,1700,No,
1701,1701,No,
1702,1702,No,
1703,1703,No,
1704,1704,No,
1705,1705,No,
1706,1706,No,
1707,1707,No,
1708,1708,No,
1709,1709,No,
1710,1710,No,
