customer_id,has_mobile_app,has_web_account,mobile_logins_per_week,web_logins_per_week,avg_mobile_session_duration,avg_web_session_duration,last_mobile_login,last_web_login
97,Yes,Yes,11,5,2.4,5.6,2025-02-23 08:17:11.135444,2025-02-02 03:11:03.219764
98,Yes,Yes,8,6,5.2,4.1,2025-02-23 23:56:22.870672,2025-02-01 22:17:27.601962
99,Yes,Yes,10,5,4.5,7.2,2025-02-24 09:04:38.404779,2025-02-14 04:05:17.014157
100,Yes,Yes,8,8,3.6,4.6,2025-02-26 05:49:03.839934,2025-02-21 16:53:29.319130
101,No,Yes,0,6,0.0,5.7,,2025-02-17 08:26:46.946996
102,Yes,Yes,7,7,6.6,7.4,2025-02-21 11:02:59.148912,2025-02-09 02:30:36.539241
103,Yes,No,8,0,2.6,0.0,2025-02-22 18:31:33.489189,
104,Yes,Yes,7,5,7.7,3.4,2025-02-26 19:32:35.234787,2025-02-27 00:56:21.205982
105,Yes,Yes,10,4,3.6,7.8,2025-02-23 20:45:47.218854,2025-02-07 20:14:01.612472
106,Yes,Yes,10,4,3.8,7.9,2025-02-20 10:19:24.190377,2025-02-15 14:06:49.718671
107,Yes,No,10,0,0.8,0.0,2025-02-23 00:23:33.472423,
108,Yes,Yes,7,7,2.8,7.5,2025-02-26 00:32:26.494905,2025-01-29 07:25:40.660106
109,Yes,Yes,11,4,1.7,5.2,2025-02-02 15:30:50.758161,2025-01-11 00:10:48.494767
110,Yes,Yes,5,8,2.5,6.9,2025-02-27 20:59:50.292767,2025-02-24 16:23:42.365546
111,Yes,Yes,10,4,0.0,3.3,2025-02-22 20:32:18.697289,2025-02-16 01:34:25.090748
112,Yes,Yes,7,5,6.4,4.4,2025-02-27 20:05:05.008532,2025-02-25 04:36:14.963826
113,No,No,0,0,0.0,0.0,,
114,Yes,No,12,0,2.4,0.0,2025-02-25 15:04:32.424597,
115,Yes,No,9,0,3.4,0.0,2025-02-22 20:03:50.916691,
116,Yes,Yes,10,5,2.7,7.1,2025-02-19 01:00:36.963267,2025-01-31 13:11:13.080494
117,Yes,Yes,7,8,3.8,5.1,2025-02-23 05:31:30.700136,2025-02-03 20:54:07.779160
118,Yes,Yes,4,6,4.3,8.5,2025-02-24 01:40:29.062869,2025-02-16 13:07:39.788372
119,Yes,Yes,10,4,1.9,6.2,2025-02-23 11:29:56.073016,2025-02-27 02:28:13.099476
120,No,Yes,0,8,0.0,8.1,,2025-02-03 22:12:07.013149
121,Yes,Yes,7,4,4.8,3.6,2025-02-22 09:33:10.091873,2025-02-26 10:57:05.579361
122,No,Yes,0,8,0.0,5.3,,2025-02-11 04:37:45.225202
123,Yes,Yes,11,5,4.3,3.3,2025-02-18 05:43:41.238852,2025-02-16 13:37:34.761822
124,Yes,Yes,9,4,3.9,4.3,2025-02-19 11:38:41.174900,2025-02-11 00:12:56.375663
125,Yes,Yes,4,5,4.6,7.5,2025-02-26 20:40:47.253585,2025-02-17 09:08:51.602526
126,Yes,Yes,10,5,3.6,7.5,2025-02-18 04:08:52.773782,2025-02-21 05:31:05.501582
127,Yes,No,7,0,4.4,0.0,2025-02-23 17:52:35.070153,
128,Yes,Yes,11,4,2.0,3.5,2025-02-26 21:17:26.974881,2025-02-14 08:07:46.624016
129,Yes,Yes,10,5,3.5,3.6,2025-02-23 13:42:48.644547,2025-02-21 04:55:21.137551
130,Yes,Yes,6,7,6.4,5.5,2025-02-25 23:14:37.873125,2025-02-17 08:46:04.671555
131,Yes,Yes,10,4,3.5,6.3,2025-02-27 11:35:58.167317,2025-02-02 00:20:24.768487
132,Yes,Yes,9,4,2.2,4.8,2025-02-27 02:43:26.771917,2025-02-08 02:34:23.319063
133,Yes,Yes,10,5,2.2,3.5,2025-02-25 10:39:16.268574,2025-01-31 03:26:51.071344
134,Yes,Yes,6,6,5.3,3.5,2025-02-21 09:04:49.898283,2025-02-02 22:12:18.713216
135,Yes,Yes,6,7,2.2,6.1,2025-02-20 23:30:48.228738,2025-02-02 16:32:40.406142
136,Yes,Yes,5,5,4.0,0.3,2025-02-24 22:25:12.299325,2025-02-22 10:53:03.404258
137,Yes,No,5,0,4.3,0.0,2025-02-24 16:51:26.401339,
138,Yes,Yes,6,5,3.5,3.6,2025-02-20 14:21:13.016582,2025-02-01 10:54:36.530494
139,Yes,Yes,7,8,5.8,4.1,2025-02-20 17:42:10.593668,2025-02-06 13:44:28.621321
140,Yes,No,9,0,2.1,0.0,2025-02-27 07:47:16.299255,
141,Yes,Yes,8,6,3.8,9.8,2025-02-18 19:33:03.249725,2025-02-11 02:15:01.928042
142,Yes,No,6,0,3.7,0.0,2025-02-26 03:33:53.905855,
143,Yes,Yes,10,4,2.9,4.5,2025-02-24 11:52:12.211212,2025-02-24 06:47:24.119815
144,Yes,Yes,7,9,2.8,1.7,2025-02-20 00:32:23.735645,2025-02-24 09:04:24.386982
145,Yes,No,5,0,3.3,0.0,2025-02-22 21:06:35.582308,
146,Yes,Yes,11,7,5.3,6.1,2025-02-18 08:55:42.979048,2025-02-25 17:20:52.158533
147,Yes,Yes,10,5,1.7,5.1,2025-02-26 15:02:33.193815,2025-02-16 23:17:43.756756
148,Yes,Yes,7,9,5.3,5.7,2025-02-27 07:17:00.791395,2025-02-08 13:06:34.483783
149,Yes,Yes,6,6,2.6,2.3,2025-02-26 23:44:43.165972,2025-02-23 07:44:48.461582
150,Yes,No,6,0,4.2,0.0,2025-02-21 04:52:22.978537,
151,Yes,Yes,11,6,2.0,8.7,2025-02-21 12:03:52.548331,2025-02-11 19:01:56.618151
152,Yes,Yes,6,7,5.5,7.8,2025-02-27 00:17:14.697882,2025-02-06 04:10:37.295023
153,Yes,Yes,5,5,3.6,5.5,2025-02-23 10:50:05.456805,2025-02-18 05:06:51.751998
154,Yes,Yes,10,5,2.7,8.5,2025-02-19 03:47:13.485111,2025-02-17 06:02:55.067445
155,Yes,Yes,9,7,2.4,5.7,2025-02-28 02:36:44.184023,2025-02-17 16:25:16.145175
156,Yes,Yes,9,4,4.5,4.6,2025-02-26 18:42:56.733513,2025-02-19 15:27:10.624339
157,No,Yes,0,7,0.0,4.1,,2025-02-07 10:13:26.313309
158,Yes,Yes,4,6,1.6,5.0,2025-02-27 13:40:05.031448,2025-02-05 20:07:20.148093
159,Yes,Yes,6,8,3.5,3.8,2025-02-18 17:24:46.613492,2025-02-13 09:17:38.619069
160,Yes,No,8,0,5.8,0.0,2025-02-24 23:57:14.110747,
161,Yes,No,7,0,4.3,0.0,2025-02-23 08:30:20.365193,
162,Yes,Yes,9,5,4.8,6.5,2025-02-27 01:22:09.635170,2025-02-18 02:20:38.606812
163,Yes,No,9,0,3.4,0.0,2025-02-26 23:39:21.482870,
164,Yes,Yes,6,6,4.3,3.0,2025-02-21 16:51:43.367061,2025-02-09 00:02:07.674044
165,Yes,Yes,6,4,4.7,6.4,2025-02-25 16:41:23.053664,2025-02-12 03:59:20.447246
166,Yes,Yes,6,5,3.2,9.0,2025-02-27 13:22:42.985653,2025-02-04 02:09:47.317068
167,Yes,Yes,5,8,6.1,8.1,2025-02-26 01:43:01.891614,2025-02-01 12:13:57.186370
168,No,Yes,0,6,0.0,4.0,,2025-02-16 16:34:11.092400
169,No,Yes,0,9,0.0,5.1,,2025-02-27 19:07:08.287300
170,Yes,Yes,6,8,4.2,9.2,2025-02-25 12:32:47.834321,2025-02-25 23:49:36.229147
171,Yes,Yes,7,6,2.1,5.2,2025-02-26 08:07:15.661994,2025-02-06 17:15:50.524945
172,Yes,Yes,5,8,3.3,7.2,2025-02-20 03:54:47.780974,2025-02-01 01:18:48.532293
173,Yes,Yes,5,5,0.4,8.7,2025-02-24 02:49:59.056497,2025-02-17 22:55:01.970427
174,Yes,Yes,5,4,3.5,0.6,2025-02-27 18:04:28.298412,2025-02-11 23:18:23.204185
175,Yes,Yes,6,4,1.1,0.0,2025-02-21 18:30:29.106039,2025-02-02 12:36:52.877383
176,Yes,Yes,4,8,7.0,8.2,2025-02-20 19:31:20.763267,2025-02-11 12:13:17.579021
177,Yes,Yes,8,5,4.6,5.5,2025-02-20 04:35:23.317009,2025-02-27 17:05:41.845888
178,Yes,Yes,7,5,2.9,4.1,2025-02-19 08:46:41.387420,2025-02-17 22:19:00.181096
179,Yes,Yes,6,4,5.5,3.3,2025-02-20 09:54:46.316204,2025-02-14 11:21:27.298214
180,Yes,Yes,9,5,4.7,1.8,2025-02-22 00:56:46.970957,2025-02-19 20:56:16.352829
181,Yes,Yes,11,4,3.2,2.4,2025-02-21 01:59:51.941360,2025-01-29 19:09:38.128149
182,Yes,Yes,6,9,1.7,5.8,2025-02-21 11:07:50.151709,2025-02-14 00:34:36.304270
183,Yes,Yes,12,8,3.7,6.6,2025-02-25 01:44:42.663721,2025-02-04 18:26:55.231539
184,Yes,No,12,0,2.8,0.0,2025-02-21 02:20:50.628713,
185,Yes,Yes,9,5,4.7,6.2,2025-02-25 22:35:06.925341,2025-02-17 15:12:13.014723
186,No,Yes,0,4,0.0,3.0,,2025-02-23 13:31:00.966088
187,Yes,Yes,5,8,4.7,6.1,2025-02-18 17:37:19.562196,2025-02-02 12:15:46.055511
188,No,Yes,0,9,0.0,6.0,,2025-02-11 06:27:25.174410
189,Yes,Yes,6,4,5.2,3.5,2025-02-19 07:32:28.116456,2025-02-05 13:25:15.087280
190,Yes,Yes,11,6,2.2,3.8,2025-02-22 08:49:02.729128,2025-02-06 07:43:30.959046
191,Yes,Yes,6,7,6.4,2.4,2025-02-21 00:45:35.877766,2025-02-22 22:06:12.846306
192,Yes,Yes,7,9,4.3,5.7,2025-02-24 18:13:16.033563,2025-02-19 03:27:48.853916
193,Yes,Yes,9,5,5.4,3.3,2025-02-20 08:10:40.710969,2025-02-26 21:53:18.428531
194,Yes,Yes,10,5,4.3,4.0,2025-02-26 18:00:34.698800,2025-02-11 06:55:53.715981
195,Yes,Yes,6,9,3.9,5.9,2025-02-27 11:41:34.316616,2025-02-12 18:47:13.541450
196,Yes,No,5,0,6.6,0.0,2025-02-20 06:44:40.276577,
197,No,Yes,0,6,0.0,3.8,,2025-02-16 22:59:17.598340
198,Yes,Yes,7,4,2.6,8.4,2025-02-19 19:25:02.009782,2025-02-03 09:17:51.641530
199,Yes,Yes,13,6,3.1,7.1,2025-02-27 19:25:14.952798,2025-02-01 12:36:01.862545
200,Yes,Yes,6,4,5.4,6.0,2025-02-18 21:29:40.479508,2025-01-30 01:01:51.983843
201,No,Yes,0,6,0.0,3.3,,2025-02-08 02:12:34.406208
202,Yes,Yes,6,7,4.4,1.8,2025-02-22 11:42:18.236542,2025-02-21 09:29:10.271994
203,Yes,Yes,11,6,3.4,5.1,2025-02-21 19:43:36.272705,2025-02-01 02:20:23.089607
204,Yes,Yes,11,4,3.3,5.6,2025-02-18 11:02:48.896647,2025-02-07 21:00:58.698916
205,Yes,No,6,0,5.1,0.0,2025-02-22 04:57:23.883533,
206,Yes,Yes,10,5,1.3,7.4,2025-02-23 05:03:59.002030,2025-02-16 20:10:06.912411
207,Yes,Yes,6,7,4.9,6.6,2025-02-21 17:02:30.845862,2025-01-30 10:40:25.353681
208,No,No,0,0,0.0,0.0,,
209,No,No,0,0,0.0,0.0,,
210,Yes,No,7,0,4.7,0.0,2025-02-19 13:56:35.076911,
211,Yes,Yes,11,5,4.0,2.8,2025-02-26 04:12:51.420398,2025-02-23 04:05:01.368371
212,Yes,Yes,4,4,2.8,4.4,2025-02-19 03:42:21.044792,2025-02-24 22:54:40.178828
213,No,Yes,0,8,0.0,7.7,,2025-02-23 05:52:25.000585
214,Yes,Yes,5,7,2.3,8.4,2025-02-22 02:54:40.741413,2025-02-20 01:53:24.738177
215,Yes,Yes,6,4,4.1,5.6,2025-02-20 09:42:45.539372,2025-02-22 01:16:45.882816
216,Yes,Yes,9,4,1.6,5.3,2025-02-27 14:43:39.107331,2025-02-23 05:46:49.905063
217,Yes,Yes,12,6,2.4,5.5,2025-02-26 10:47:36.766683,2025-02-04 05:02:02.479050
218,Yes,Yes,9,5,3.6,5.0,2025-02-22 11:02:51.063066,2025-02-18 14:02:54.479437
219,No,Yes,0,6,0.0,3.7,,2025-02-15 18:11:18.995666
220,Yes,Yes,5,9,4.2,8.6,2025-02-19 02:00:16.828144,2025-02-04 11:32:15.244317
221,No,Yes,0,5,0.0,4.6,,2025-02-15 16:47:37.547067
222,No,Yes,0,7,0.0,6.6,,2025-02-03 01:01:17.127804
223,No,No,0,0,0.0,0.0,,
224,Yes,Yes,5,9,2.7,4.3,2024-11-09 20:15:33.141194,2024-11-13 08:11:19.370259
225,Yes,Yes,7,8,2.9,3.3,2025-02-20 13:50:22.422215,2025-02-06 07:37:00.380110
226,Yes,Yes,7,8,3.9,9.3,2025-02-25 01:51:40.711685,2025-01-30 19:43:50.279684
227,Yes,Yes,10,5,4.0,6.3,2025-02-25 12:31:21.891169,2025-02-16 01:57:09.600635
228,Yes,Yes,10,5,1.2,6.2,2025-02-22 13:25:22.641314,2025-02-17 07:44:49.015306
229,Yes,Yes,5,7,5.4,3.1,2025-02-20 14:11:34.820054,2025-02-26 20:54:16.747672
230,Yes,Yes,10,5,5.7,5.6,2025-02-20 07:14:32.103736,2025-02-23 07:28:29.450719
231,Yes,Yes,8,6,3.2,2.8,2025-02-23 19:09:22.249505,2025-02-20 19:21:43.940504
232,Yes,No,5,0,6.3,0.0,2025-02-20 21:14:06.930114,
233,Yes,Yes,5,7,1.6,9.5,2025-01-11 15:10:05.946877,2025-01-08 15:17:24.912722
234,Yes,Yes,6,8,5.1,5.4,2025-02-24 01:18:56.625350,2025-02-04 05:40:15.296154
235,Yes,Yes,6,8,6.6,5.2,2025-02-20 03:23:23.189864,2025-01-31 09:19:36.779979
236,Yes,Yes,4,6,4.6,9.3,2025-02-20 18:16:45.664809,2025-02-27 02:26:47.507834
237,Yes,Yes,4,5,4.9,5.1,2025-02-24 02:20:16.511364,2025-01-29 11:52:46.548776
238,Yes,Yes,6,5,6.0,3.1,2025-02-24 22:35:05.353625,2025-02-06 21:29:03.548480
239,Yes,Yes,7,7,3.4,6.6,2025-02-24 05:02:31.175102,2025-02-20 09:35:41.615922
240,Yes,Yes,5,5,3.3,8.5,2025-02-19 07:03:47.182734,2025-02-19 05:28:23.564898
241,Yes,Yes,9,5,3.8,7.1,2025-02-20 18:45:16.284750,2025-02-21 12:52:14.935062
242,Yes,Yes,11,4,5.0,6.1,2025-02-25 02:53:40.799511,2025-02-15 22:02:52.114301
243,Yes,Yes,11,5,2.1,6.2,2025-02-20 22:11:20.422033,2025-02-20 00:22:00.057452
244,Yes,Yes,9,6,3.0,6.2,2025-02-18 04:02:04.077318,2025-01-29 23:02:27.552776
245,Yes,Yes,12,4,3.4,0.6,2025-02-23 09:11:34.399516,2025-02-27 07:23:50.946680
246,Yes,Yes,9,5,1.4,1.3,2025-02-27 10:34:28.380515,2025-02-19 19:47:29.709105
247,Yes,Yes,9,6,3.4,1.9,2025-02-20 13:33:18.784962,2025-02-16 12:20:34.254688
248,Yes,Yes,10,4,3.4,3.7,2025-02-25 00:12:40.144945,2025-02-01 07:50:39.150337
249,Yes,Yes,9,4,3.3,4.7,2025-02-20 22:04:36.976237,2025-02-08 11:44:06.698530
250,Yes,Yes,12,5,2.8,6.0,2025-02-21 11:43:54.313443,2025-01-31 00:03:47.594094
251,Yes,Yes,7,9,6.1,6.5,2025-02-23 15:42:51.566958,2025-02-17 13:03:28.212725
252,Yes,Yes,7,4,4.0,7.4,2025-02-19 19:17:16.415297,2025-02-20 07:16:28.341165
253,Yes,Yes,5,9,6.0,5.0,2025-02-22 01:15:47.158130,2025-02-26 20:39:40.124218
254,Yes,Yes,7,7,5.6,7.1,2025-02-25 07:19:29.745202,2025-02-08 06:00:42.130520
255,No,Yes,0,6,0.0,3.5,,2025-02-18 07:46:52.994244
256,No,Yes,0,7,0.0,9.7,,2025-02-14 14:41:44.482410
257,Yes,No,10,0,2.9,0.0,2025-02-26 21:02:12.996502,
258,Yes,Yes,8,4,5.1,3.6,2025-02-22 22:10:52.836794,2025-02-04 22:42:05.465281
259,Yes,Yes,6,8,4.2,4.1,2025-02-18 13:29:16.290375,2025-02-10 04:51:34.046314
260,No,Yes,0,6,0.0,4.9,,2025-02-16 02:05:35.828809
261,No,No,0,0,0.0,0.0,,
262,Yes,Yes,10,6,3.2,2.9,2025-02-19 08:27:35.653923,2025-02-19 20:10:15.196394
263,Yes,No,10,0,0.6,0.0,2025-02-19 11:28:07.428088,
264,Yes,No,6,0,5.2,0.0,2025-02-19 11:25:35.350380,
265,No,Yes,0,8,0.0,7.3,,2025-02-22 15:17:05.956033
266,Yes,Yes,5,8,3.2,7.5,2025-02-19 03:05:00.497852,2025-02-18 21:44:48.951209
267,Yes,Yes,6,8,6.0,5.1,2025-01-20 21:47:35.240315,2025-01-25 03:59:52.171982
268,No,Yes,0,8,0.0,6.1,,2025-02-21 09:57:52.115875
269,Yes,Yes,6,4,1.6,5.1,2025-02-22 07:49:03.513125,2025-02-17 23:35:13.307632
270,Yes,Yes,7,5,0.3,6.1,2025-02-24 00:59:22.540092,2025-01-30 18:40:59.779288
271,No,Yes,0,8,0.0,6.0,,2025-01-30 03:26:41.120138
272,Yes,Yes,7,8,6.2,5.1,2025-02-24 21:17:42.079705,2025-02-05 09:22:43.958983
273,Yes,Yes,6,4,6.8,4.0,2025-02-27 01:38:52.957452,2025-02-20 05:40:26.164648
274,Yes,No,9,0,3.0,0.0,2025-02-25 09:29:07.673036,
275,No,Yes,0,8,0.0,8.4,,2025-02-23 19:09:18.971772
276,Yes,Yes,8,8,3.9,6.6,2025-02-27 14:38:20.470185,2025-02-24 13:08:23.102595
277,No,Yes,0,8,0.0,7.9,,2025-02-05 05:32:09.436301
278,No,Yes,0,5,0.0,7.0,,2025-02-07 17:46:20.014385
279,No,No,0,0,0.0,0.0,,
280,Yes,Yes,4,5,3.3,5.5,2025-02-27 02:41:20.253062,2025-01-30 08:43:38.742581
281,No,Yes,0,9,0.0,5.1,,2025-02-13 21:32:10.416063
282,Yes,Yes,11,6,4.0,3.5,2025-02-23 15:39:19.019721,2025-02-09 04:15:16.035401
